Year,Reference area,Sex,GeoCode,Value,M49_country_code
2013,Batken,Male,KG05,1.48322,KGZ
2014,Batken,Male,KG05,1.4,KGZ
2015,Batken,Male,KG05,1.4,KGZ
2016,Batken,Male,KG05,1.4,KGZ
2017,Batken,Male,KG05,1.4,KGZ
2018,Batken,Male,KG05,1.4,KGZ
2019,Batken,Male,KG05,1.30781,KGZ
2020,Batken,Male,KG05,1.3,KGZ
2021,Batken,Male,KG05,1.170483,KGZ
2010,Jalal-Abad,,KG03,1.3,KGZ
2011,Jalal-Abad,,KG03,1.3204,KGZ
2012,Jalal-Abad,,KG03,1.317923,KGZ
2013,Jalal-Abad,,KG03,1.329157,KGZ
2014,Jalal-Abad,,KG03,1.3,KGZ
2015,Jalal-Abad,,KG03,1.3,KGZ
2016,Jalal-Abad,,KG03,1.3,KGZ
2017,Jalal-Abad,,KG03,1.3,KGZ
2018,Jalal-Abad,,KG03,1.3,KGZ
2019,Jalal-Abad,,KG03,1.259334,KGZ
2020,Jalal-Abad,,KG03,1.2,KGZ
2021,Jalal-Abad,,KG03,1.169036,KGZ
2010,Jalal-Abad,Female,KG03,1.6,KGZ
2011,Jalal-Abad,Female,KG03,1.632109,KGZ
2012,Jalal-Abad,Female,KG03,1.61962,KGZ
2013,Jalal-Abad,Female,KG03,1.59998,KGZ
2014,Jalal-Abad,Female,KG03,1.6,KGZ
2015,Jalal-Abad,Female,KG03,1.6,KGZ
2016,Jalal-Abad,Female,KG03,1.6,KGZ
2017,Jalal-Abad,Female,KG03,1.6,KGZ
2018,Jalal-Abad,Female,KG03,1.6,KGZ
2019,Jalal-Abad,Female,KG03,1.741229,KGZ
2020,Jalal-Abad,Female,KG03,1.6,KGZ
2021,Jalal-Abad,Female,KG03,1.516039,KGZ
2010,Jalal-Abad,Male,KG03,1.0,KGZ
2011,Jalal-Abad,Male,KG03,1.009636,KGZ
2012,Jalal-Abad,Male,KG03,1.01755,KGZ
2013,Jalal-Abad,Male,KG03,1.059774,KGZ
2014,Jalal-Abad,Male,KG03,1.0,KGZ
2015,Jalal-Abad,Male,KG03,1.0,KGZ
2016,Jalal-Abad,Male,KG03,1.0,KGZ
2017,Jalal-Abad,Male,KG03,1.0,KGZ
2018,Jalal-Abad,Male,KG03,0.9,KGZ
2019,Jalal-Abad,Male,KG03,1.18494,KGZ
2020,Jalal-Abad,Male,KG03,0.9,KGZ
2021,Jalal-Abad,Male,KG03,0.826976,KGZ
2010,Issyk-Kul,,KG02,1.4,KGZ
2011,Issyk-Kul,,KG02,1.475437,KGZ
2012,Issyk-Kul,,KG02,1.438075,KGZ
2013,Issyk-Kul,,KG02,1.426316,KGZ
2014,Issyk-Kul,,KG02,1.4,KGZ
2015,Issyk-Kul,,KG02,1.4,KGZ
2016,Issyk-Kul,,KG02,1.4,KGZ
2017,Issyk-Kul,,KG02,1.3,KGZ
2018,Issyk-Kul,,KG02,1.3,KGZ
2019,Issyk-Kul,,KG02,1.37083,KGZ
2020,Issyk-Kul,,KG02,1.3,KGZ
2021,Issyk-Kul,,KG02,1.284836,KGZ
2010,Issyk-Kul,Female,KG02,2.1,KGZ
2011,Issyk-Kul,Female,KG02,2.195846,KGZ
2012,Issyk-Kul,Female,KG02,2.179603,KGZ
2013,Issyk-Kul,Female,KG02,2.156759,KGZ
2014,Issyk-Kul,Female,KG02,2.1,KGZ
2015,Issyk-Kul,Female,KG02,2.1,KGZ
2016,Issyk-Kul,Female,KG02,2.1,KGZ
2017,Issyk-Kul,Female,KG02,2.0,KGZ
2018,Issyk-Kul,Female,KG02,2.0,KGZ
2019,Issyk-Kul,Female,KG02,2.036455,KGZ
2020,Issyk-Kul,Female,KG02,2.0,KGZ
2021,Issyk-Kul,Female,KG02,1.916991,KGZ
2010,Issyk-Kul,Male,KG02,0.7,KGZ
2011,Issyk-Kul,Male,KG02,0.742835,KGZ
2012,Issyk-Kul,Male,KG02,0.684743,KGZ
2013,Issyk-Kul,Male,KG02,0.685347,KGZ
2014,Issyk-Kul,Male,KG02,0.7,KGZ
2015,Issyk-Kul,Male,KG02,0.7,KGZ
2016,Issyk-Kul,Male,KG02,0.7,KGZ
2017,Issyk-Kul,Male,KG02,0.6,KGZ
2018,Issyk-Kul,Male,KG02,0.7,KGZ
2019,Issyk-Kul,Male,KG02,0.700155,KGZ
2020,Issyk-Kul,Male,KG02,0.6,KGZ
2021,Issyk-Kul,Male,KG02,0.647193,KGZ
2010,Naryn,,KG04,1.4,KGZ
2011,Naryn,,KG04,1.370085,KGZ
2012,Naryn,,KG04,1.350247,KGZ
2013,Naryn,,KG04,1.297285,KGZ
2014,Naryn,,KG04,1.3,KGZ
2015,Naryn,,KG04,1.3,KGZ
2016,Naryn,,KG04,1.3,KGZ
2017,Naryn,,KG04,1.3,KGZ
2018,Naryn,,KG04,1.3,KGZ
2019,Naryn,,KG04,1.211929,KGZ
2020,Naryn,,KG04,1.1,KGZ
2021,Naryn,,KG04,1.131456,KGZ
2010,Naryn,Female,KG04,2.1,KGZ
2011,Naryn,Female,KG04,2.04427,KGZ
2012,Naryn,Female,KG04,2.037431,KGZ
2013,Naryn,Female,KG04,1.998697,KGZ
2014,Naryn,Female,KG04,2.0,KGZ
2015,Naryn,Female,KG04,2.0,KGZ
2016,Naryn,Female,KG04,1.9,KGZ
2017,Naryn,Female,KG04,1.9,KGZ
2018,Naryn,Female,KG04,1.9,KGZ
2019,Naryn,Female,KG04,1.786669,KGZ
2020,Naryn,Female,KG04,1.7,KGZ
2021,Naryn,Female,KG04,1.703153,KGZ
2010,Naryn,Male,KG04,0.0,KGZ
2011,Naryn,Male,KG04,0.0,KGZ
2012,Naryn,Male,KG04,0.0,KGZ
2013,Naryn,Male,KG04,0.0,KGZ
2014,Naryn,Male,KG04,0.0,KGZ
2015,Naryn,Male,KG04,0.0,KGZ
2016,Naryn,Male,KG04,0.0,KGZ
2017,Naryn,Male,KG04,0.0,KGZ
2018,Naryn,Male,KG04,0.0,KGZ
2019,Naryn,Male,KG04,0.0,KGZ
2020,Naryn,Male,KG04,0.6,KGZ
2021,Naryn,Male,KG04,0.580491,KGZ
2010,Osh,,KG06,1.4,KGZ
2011,Osh,,KG06,1.436724,KGZ
2012,Osh,,KG06,1.439638,KGZ
2013,Osh,,KG06,1.466753,KGZ
2014,Osh,,KG06,1.5,KGZ
2015,Osh,,KG06,1.5,KGZ
2016,Osh,,KG06,1.5,KGZ
2017,Osh,,KG06,1.5,KGZ
2018,Osh,,KG06,1.5,KGZ
2019,Osh,,KG06,1.4919,KGZ
2020,Osh,,KG06,1.5,KGZ
2021,Osh,,KG06,1.429309,KGZ
2010,Osh,Female,KG06,1.4,KGZ
2011,Osh,Female,KG06,1.472198,KGZ
2012,Osh,Female,KG06,1.501135,KGZ
2013,Osh,Female,KG06,1.49681,KGZ
2014,Osh,Female,KG06,1.6,KGZ
2015,Osh,Female,KG06,1.6,KGZ
2016,Osh,Female,KG06,1.6,KGZ
2017,Osh,Female,KG06,1.6,KGZ
2018,Osh,Female,KG06,1.6,KGZ
2019,Osh,Female,KG06,1.672535,KGZ
2020,Osh,Female,KG06,1.6,KGZ
2021,Osh,Female,KG06,1.600124,KGZ
2010,Osh,Male,KG06,1.4,KGZ
2011,Osh,Male,KG06,1.401738,KGZ
2012,Osh,Male,KG06,1.379051,KGZ
2013,Osh,Male,KG06,1.437164,KGZ
2014,Osh,Male,KG06,1.4,KGZ
2015,Osh,Male,KG06,1.4,KGZ
2016,Osh,Male,KG06,1.4,KGZ
2017,Osh,Male,KG06,1.4,KGZ
2018,Osh,Male,KG06,1.4,KGZ
2019,Osh,Male,KG06,1.315343,KGZ
2020,Osh,Male,KG06,1.3,KGZ
2021,Osh,Male,KG06,1.262321,KGZ
2010,Talas,,KG07,1.3,KGZ
2011,Talas,,KG07,1.304568,KGZ
2012,Talas,,KG07,1.252578,KGZ
2013,Talas,,KG07,1.269907,KGZ
2014,Talas,,KG07,1.2,KGZ
2015,Talas,,KG07,1.3,KGZ
2016,Talas,,KG07,1.2,KGZ
2017,Talas,,KG07,1.2,KGZ
2018,Talas,,KG07,1.2,KGZ
2019,Talas,,KG07,1.125823,KGZ
2020,Talas,,KG07,1.1,KGZ
2021,Talas,,KG07,1.065581,KGZ
2010,Talas,Female,KG07,1.6,KGZ
2011,Talas,Female,KG07,1.675156,KGZ
2012,Talas,Female,KG07,1.605109,KGZ
2013,Talas,Female,KG07,1.68077,KGZ
2014,Talas,Female,KG07,1.6,KGZ
2015,Talas,Female,KG07,1.6,KGZ
2016,Talas,Female,KG07,1.6,KGZ
2017,Talas,Female,KG07,1.6,KGZ
2018,Talas,Female,KG07,1.6,KGZ
2019,Talas,Female,KG07,1.558752,KGZ
2020,Talas,Female,KG07,1.5,KGZ
2021,Talas,Female,KG07,1.459768,KGZ
2010,Talas,Male,KG07,1.0,KGZ
2011,Talas,Male,KG07,0.93811,KGZ
2012,Talas,Male,KG07,0.904482,KGZ
2013,Talas,Male,KG07,0.864974,KGZ
2014,Talas,Male,KG07,0.9,KGZ
2015,Talas,Male,KG07,1.0,KGZ
2016,Talas,Male,KG07,0.8,KGZ
2017,Talas,Male,KG07,0.8,KGZ
2018,Talas,Male,KG07,0.8,KGZ
2019,Talas,Male,KG07,0.702647,KGZ
2020,Talas,Male,KG07,0.7,KGZ
2021,Talas,Male,KG07,0.679235,KGZ
2010,Chui,,KG08,1.4,KGZ
2011,Chui,,KG08,1.496509,KGZ
2012,Chui,,KG08,1.438555,KGZ
2013,Chui,,KG08,1.389206,KGZ
2014,Chui,,KG08,1.4,KGZ
2015,Chui,,KG08,1.4,KGZ
2016,Chui,,KG08,1.4,KGZ
2017,Chui,,KG08,1.3,KGZ
2018,Chui,,KG08,1.3,KGZ
2019,Chui,,KG08,1.289739,KGZ
2020,Chui,,KG08,1.2,KGZ
2021,Chui,,KG08,1.197447,KGZ
2010,Chui,Female,KG08,2.1,KGZ
2011,Chui,Female,KG08,2.141527,KGZ
2012,Chui,Female,KG08,2.071794,KGZ
2013,Chui,Female,KG08,1.979714,KGZ
2014,Chui,Female,KG08,1.9,KGZ
2015,Chui,Female,KG08,1.9,KGZ
2016,Chui,Female,KG08,1.9,KGZ
2017,Chui,Female,KG08,1.9,KGZ
2018,Chui,Female,KG08,1.9,KGZ
2019,Chui,Female,KG08,1.87848,KGZ
2020,Chui,Female,KG08,1.8,KGZ
2021,Chui,Female,KG08,1.761924,KGZ
2010,Chui,Male,KG08,0.8,KGZ
2011,Chui,Male,KG08,0.830337,KGZ
2012,Chui,Male,KG08,0.78522,KGZ
2013,Chui,Male,KG08,0.780341,KGZ
2014,Chui,Male,KG08,0.8,KGZ
2015,Chui,Male,KG08,0.8,KGZ
2016,Chui,Male,KG08,0.8,KGZ
2017,Chui,Male,KG08,0.7,KGZ
2018,Chui,Male,KG08,0.7,KGZ
2019,Chui,Male,KG08,0.683181,KGZ
2020,Chui,Male,KG08,0.6,KGZ
2021,Chui,Male,KG08,0.614634,KGZ
2010,Bishkek (city),,KG11,3.0,KGZ
2011,Bishkek (city),,KG11,2.964464,KGZ
2012,Bishkek (city),,KG11,2.846105,KGZ
2013,Bishkek (city),,KG11,2.749905,KGZ
2014,Bishkek (city),,KG11,2.6,KGZ
2015,Bishkek (city),,KG11,2.6,KGZ
2016,Bishkek (city),,KG11,2.5,KGZ
2017,Bishkek (city),,KG11,2.5,KGZ
2018,Bishkek (city),,KG11,2.4,KGZ
2019,Bishkek (city),,KG11,2.425243,KGZ
2020,Bishkek (city),,KG11,2.4,KGZ
2021,Bishkek (city),,KG11,2.314174,KGZ
2010,Bishkek (city),Female,KG11,4.4,KGZ
2011,Bishkek (city),Female,KG11,4.442963,KGZ
2012,Bishkek (city),Female,KG11,4.234888,KGZ
2013,Bishkek (city),Female,KG11,4.030083,KGZ
2014,Bishkek (city),Female,KG11,3.9,KGZ
2015,Bishkek (city),Female,KG11,3.8,KGZ
2016,Bishkek (city),Female,KG11,3.7,KGZ
2017,Bishkek (city),Female,KG11,3.7,KGZ
2018,Bishkek (city),Female,KG11,3.6,KGZ
2019,Bishkek (city),Female,KG11,3.60581,KGZ
2020,Bishkek (city),Female,KG11,3.6,KGZ
2021,Bishkek (city),Female,KG11,3.459733,KGZ
2010,Bishkek (city),Male,KG11,1.3,KGZ
2011,Bishkek (city),Male,KG11,1.26046,KGZ
2012,Bishkek (city),Male,KG11,1.249552,KGZ
2013,Bishkek (city),Male,KG11,1.280644,KGZ
2014,Bishkek (city),Male,KG11,1.2,KGZ
2015,Bishkek (city),Male,KG11,1.2,KGZ
2016,Bishkek (city),Male,KG11,1.2,KGZ
2017,Bishkek (city),Male,KG11,1.1,KGZ
2018,Bishkek (city),Male,KG11,1.1,KGZ
2019,Bishkek (city),Male,KG11,1.089902,KGZ
2020,Bishkek (city),Male,KG11,1.1,KGZ
2021,Bishkek (city),Male,KG11,1.019886,KGZ
2010,Osh (city),,KG21,2.4,KGZ
2011,Osh (city),,KG21,2.497577,KGZ
2012,Osh (city),,KG21,2.560942,KGZ
2013,Osh (city),,KG21,2.575376,KGZ
2014,Osh (city),,KG21,2.7,KGZ
2015,Osh (city),,KG21,2.7,KGZ
2016,Osh (city),,KG21,2.5,KGZ
2017,Osh (city),,KG21,2.5,KGZ
2018,Osh (city),,KG21,2.5,KGZ
2019,Osh (city),,KG21,2.447765,KGZ
2020,Osh (city),,KG21,2.4,KGZ
2021,Osh (city),,KG21,2.137104,KGZ
2010,Osh (city),Female,KG21,3.1,KGZ
2011,Osh (city),Female,KG21,3.173246,KGZ
2012,Osh (city),Female,KG21,3.270652,KGZ
2013,Osh (city),Female,KG21,3.305533,KGZ
2014,Osh (city),Female,KG21,3.6,KGZ
2015,Osh (city),Female,KG21,3.5,KGZ
2016,Osh (city),Female,KG21,3.3,KGZ
2017,Osh (city),Female,KG21,3.2,KGZ
2018,Osh (city),Female,KG21,3.2,KGZ
2019,Osh (city),Female,KG21,3.087743,KGZ
2020,Osh (city),Female,KG21,3.1,KGZ
2021,Osh (city),Female,KG21,2.80382,KGZ
2010,Osh (city),Male,KG21,1.6,KGZ
2011,Osh (city),Male,KG21,1.762603,KGZ
2012,Osh (city),Male,KG21,1.791943,KGZ
2013,Osh (city),Male,KG21,1.78745,KGZ
2014,Osh (city),Male,KG21,1.8,KGZ
2015,Osh (city),Male,KG21,1.8,KGZ
2016,Osh (city),Male,KG21,1.7,KGZ
2017,Osh (city),Male,KG21,1.8,KGZ
2018,Osh (city),Male,KG21,1.7,KGZ
2019,Osh (city),Male,KG21,1.768148,KGZ
2020,Osh (city),Male,KG21,1.6,KGZ
2021,Osh (city),Male,KG21,1.434429,KGZ
