Year,Reference area,GeoCode,Value,M49_country_code
2015,Issyk-Kul,KG02,1.1,KGZ
2016,Issyk-Kul,KG02,0.6,KGZ
2017,Issyk-Kul,KG02,0.6,KGZ
2018,Issyk-Kul,KG02,0.6,KGZ
2019,Issyk-Kul,KG02,0.6,KGZ
2020,Issyk-Kul,KG02,0.4,KGZ
2007,Naryn,KG04,5.1,KGZ
2008,Naryn,KG04,3.1,KGZ
2009,Naryn,KG04,3.1,KGZ
2010,Naryn,KG04,3.1,KGZ
2011,Naryn,KG04,4.2,KGZ
2012,Naryn,KG04,2.6,KGZ
2013,Naryn,KG04,1.5,KGZ
2014,Naryn,KG04,1.5,KGZ
2015,Naryn,KG04,2.2,KGZ
2016,Naryn,KG04,0.7,KGZ
2017,Naryn,KG04,1.4,KGZ
2018,Naryn,KG04,1.1,KGZ
2019,Naryn,KG04,1.4,KGZ
2020,Naryn,KG04,0.3,KGZ
2021,Naryn,KG04,0.3,KGZ
2007,Osh,KG06,6.2,KGZ
2008,Osh,KG06,6.9,KGZ
2009,Osh,KG06,5.4,KGZ
2010,Osh,KG06,3.2,KGZ
2011,Osh,KG06,3.4,KGZ
2012,Osh,KG06,5.3,KGZ
2013,Osh,KG06,2.2,KGZ
2014,Osh,KG06,2.2,KGZ
2015,Osh,KG06,2.6,KGZ
2016,Osh,KG06,2.2,KGZ
2017,Osh,KG06,1.6,KGZ
2018,Osh,KG06,1.5,KGZ
2019,Osh,KG06,1.3,KGZ
2020,Osh,KG06,0.9,KGZ
2021,Osh,KG06,1.1,KGZ
2007,Talas,KG07,4.9,KGZ
2008,Talas,KG07,2.7,KGZ
2009,Talas,KG07,4.4,KGZ
2010,Talas,KG07,1.7,KGZ
2011,Talas,KG07,4.7,KGZ
2012,Talas,KG07,2.5,KGZ
2013,Talas,KG07,0.8,KGZ
2014,Talas,KG07,1.2,KGZ
2015,Talas,KG07,2.4,KGZ
2016,Talas,KG07,2.4,KGZ
2017,Talas,KG07,0.4,KGZ
2018,Talas,KG07,0.8,KGZ
2019,Talas,KG07,0.4,KGZ
2020,Talas,KG07,0.7,KGZ
2007,Chui,KG08,2.0,KGZ
2008,Chui,KG08,1.6,KGZ
2009,Chui,KG08,1.5,KGZ
2010,Chui,KG08,1.0,KGZ
2011,Chui,KG08,2.0,KGZ
2012,Chui,KG08,2.2,KGZ
2013,Chui,KG08,1.2,KGZ
2014,Chui,KG08,0.6,KGZ
2015,Chui,KG08,0.8,KGZ
2016,Chui,KG08,0.7,KGZ
2017,Chui,KG08,0.8,KGZ
2018,Chui,KG08,0.1,KGZ
2019,Chui,KG08,0.7,KGZ
2020,Chui,KG08,0.7,KGZ
2021,Chui,KG08,0.9,KGZ
2007,Bishkek (city),KG11,1.5,KGZ
2008,Bishkek (city),KG11,1.2,KGZ
2009,Bishkek (city),KG11,0.5,KGZ
2010,Bishkek (city),KG11,0.8,KGZ
2011,Bishkek (city),KG11,1.3,KGZ
2012,Bishkek (city),KG11,0.8,KGZ
2013,Bishkek (city),KG11,0.8,KGZ
2014,Bishkek (city),KG11,0.4,KGZ
2015,Bishkek (city),KG11,0.8,KGZ
2016,Bishkek (city),KG11,0.6,KGZ
2017,Bishkek (city),KG11,0.6,KGZ
2018,Bishkek (city),KG11,0.4,KGZ
2019,Bishkek (city),KG11,0.7,KGZ
2020,Bishkek (city),KG11,0.4,KGZ
2021,Bishkek (city),KG11,0.4,KGZ
2007,Osh (city),KG21,0.4,KGZ
2008,Osh (city),KG21,0.8,KGZ
2009,Osh (city),KG21,1.5,KGZ
2010,Osh (city),KG21,1.6,KGZ
2011,Osh (city),KG21,1.2,KGZ
2012,Osh (city),KG21,0.8,KGZ
2013,Osh (city),KG21,1.1,KGZ
2014,Osh (city),KG21,1.1,KGZ
2015,Osh (city),KG21,0.4,KGZ
2016,Osh (city),KG21,0.4,KGZ
2017,Osh (city),KG21,0.7,KGZ
2018,Osh (city),KG21,0.7,KGZ
2019,Osh (city),KG21,0.7,KGZ
2020,Osh (city),KG21,0.3,KGZ
2021,Osh (city),KG21,0.6,KGZ
