unique_id,col_caption_name,year,value,M49_country_code
02_126_1002,Wheat: in dekhkan (personal) farms,2013,59.0,UZB
02_126_1002,Wheat: in dekhkan (personal) farms,2014,59.3,UZB
02_126_1002,Wheat: in dekhkan (personal) farms,2015,59.2,UZB
02_126_1002,Wheat: in dekhkan (personal) farms,2016,59.8,UZB
02_126_1002,Wheat: in dekhkan (personal) farms,2017,57.9,UZB
02_126_1002,Wheat: in dekhkan (personal) farms,2018,53.7,UZB
02_126_1002,Wheat: in dekhkan (personal) farms,2019,38.8,UZB
02_126_1002,Wheat: in dekhkan (personal) farms,2020,38.1,UZB
02_126_1002,Wheat: in dekhkan (personal) farms,2021,39.8,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2000,25.8,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2001,29.4,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2002,38.5,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2003,35.3,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2004,34.9,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2005,39.6,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2006,38.4,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2007,27.9,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2008,30.1,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2009,35.0,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2010,28.7,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2011,31.2,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2012,33.1,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2013,35.6,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2014,31.1,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2015,30.6,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2016,29.8,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2017,30.0,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2018,27.8,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2019,41.3,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2020,35.6,UZB
02_126_1003,Wheat: in organizations engaged in agricultural activities,2021,33.0,UZB
02_127_1000,Grain maize: Total,2000,31.5,UZB
02_127_1000,Grain maize: Total,2001,35.9,UZB
02_127_1000,Grain maize: Total,2002,38.6,UZB
02_127_1000,Grain maize: Total,2003,40.3,UZB
02_127_1000,Grain maize: Total,2004,42.1,UZB
02_127_1000,Grain maize: Total,2005,44.5,UZB
02_127_1000,Grain maize: Total,2006,46.6,UZB
02_127_1000,Grain maize: Total,2007,47.2,UZB
02_127_1000,Grain maize: Total,2008,51.6,UZB
02_127_1000,Grain maize: Total,2009,53.8,UZB
02_127_1000,Grain maize: Total,2010,51.1,UZB
02_127_1000,Grain maize: Total,2011,49.4,UZB
02_127_1000,Grain maize: Total,2012,43.6,UZB
02_127_1000,Grain maize: Total,2013,50.0,UZB
02_127_1000,Grain maize: Total,2014,50.2,UZB
02_127_1000,Grain maize: Total,2015,50.5,UZB
02_127_1000,Grain maize: Total,2016,54.2,UZB
02_127_1000,Grain maize: Total,2017,48.1,UZB
02_127_1000,Grain maize: Total,2018,49.0,UZB
02_127_1000,Grain maize: Total,2019,47.2,UZB
02_127_1000,Grain maize: Total,2020,46.3,UZB
02_127_1000,Grain maize: Total,2021,44.7,UZB
02_127_1001,Grain maize: in farms,2000,27.3,UZB
02_127_1001,Grain maize: in farms,2001,31.7,UZB
02_127_1001,Grain maize: in farms,2002,33.0,UZB
02_127_1001,Grain maize: in farms,2003,33.1,UZB
02_127_1001,Grain maize: in farms,2004,35.1,UZB
02_127_1001,Grain maize: in farms,2005,39.9,UZB
02_127_1001,Grain maize: in farms,2006,41.0,UZB
02_127_1001,Grain maize: in farms,2007,39.3,UZB
02_127_1001,Grain maize: in farms,2008,40.7,UZB
02_127_1001,Grain maize: in farms,2009,45.8,UZB
02_127_1001,Grain maize: in farms,2010,41.7,UZB
02_127_1001,Grain maize: in farms,2011,37.8,UZB
02_127_1001,Grain maize: in farms,2012,32.6,UZB
02_127_1001,Grain maize: in farms,2013,41.2,UZB
02_127_1001,Grain maize: in farms,2014,42.4,UZB
02_127_1001,Grain maize: in farms,2015,43.8,UZB
02_127_1001,Grain maize: in farms,2016,47.3,UZB
02_127_1001,Grain maize: in farms,2017,39.9,UZB
02_127_1001,Grain maize: in farms,2018,40.1,UZB
02_127_1001,Grain maize: in farms,2019,41.3,UZB
02_127_1001,Grain maize: in farms,2020,45.9,UZB
02_127_1001,Grain maize: in farms,2021,43.8,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2000,40.1,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2001,45.4,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2002,46.5,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2003,49.4,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2004,49.6,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2005,50.8,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2006,51.5,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2007,54.2,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2008,60.6,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2009,59.4,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2010,58.7,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2011,58.2,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2012,60.4,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2013,59.3,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2014,59.5,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2015,59.6,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2016,64.6,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2017,61.1,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2018,62.7,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2019,56.5,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2020,48.0,UZB
02_127_1002,Grain maize: in dekhkan (personal) farms,2021,54.2,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2000,0.0,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2001,0.0,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2002,23.1,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2003,20.4,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2004,23.8,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2005,29.4,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2006,31.5,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2007,31.0,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2008,31.1,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2009,40.2,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2010,36.2,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2011,35.2,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2012,40.9,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2013,47.9,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2014,42.9,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2015,40.6,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2016,39.6,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2017,34.3,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2018,36.9,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2019,37.9,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2020,43.8,UZB
02_127_1003,Grain maize: in organizations engaged in agricultural activities,2021,30.2,UZB
02_128_1000,Rice: Total,2000,24.3,UZB
02_128_1000,Rice: Total,2001,26.8,UZB
02_128_1000,Rice: Total,2002,28.3,UZB
02_128_1000,Rice: Total,2003,27.9,UZB
02_128_1000,Rice: Total,2004,27.7,UZB
02_128_1000,Rice: Total,2005,31.8,UZB
02_128_1000,Rice: Total,2006,33.7,UZB
02_128_1000,Rice: Total,2007,35.7,UZB
02_128_1000,Rice: Total,2008,33.9,UZB
02_128_1000,Rice: Total,2009,36.6,UZB
02_128_1000,Rice: Total,2010,31.9,UZB
02_128_1000,Rice: Total,2011,36.0,UZB
02_128_1000,Rice: Total,2012,32.4,UZB
02_128_1000,Rice: Total,2013,41.1,UZB
02_128_1000,Rice: Total,2014,38.1,UZB
02_128_1000,Rice: Total,2015,32.8,UZB
02_128_1000,Rice: Total,2016,34.4,UZB
02_128_1000,Rice: Total,2017,30.9,UZB
02_128_1000,Rice: Total,2018,27.6,UZB
02_128_1000,Rice: Total,2019,27.5,UZB
02_128_1000,Rice: Total,2020,31.6,UZB
02_128_1000,Rice: Total,2021,33.6,UZB
02_128_1001,Rice: in farms,2000,19.9,UZB
02_128_1001,Rice: in farms,2001,18.3,UZB
02_128_1001,Rice: in farms,2002,26.5,UZB
02_128_1001,Rice: in farms,2003,30.5,UZB
02_128_1001,Rice: in farms,2004,28.1,UZB
02_128_1001,Rice: in farms,2005,30.7,UZB
02_128_1001,Rice: in farms,2006,32.8,UZB
02_128_1001,Rice: in farms,2007,34.9,UZB
02_128_1001,Rice: in farms,2008,32.4,UZB
02_128_1001,Rice: in farms,2009,36.0,UZB
02_128_1001,Rice: in farms,2010,31.0,UZB
02_128_1001,Rice: in farms,2011,34.9,UZB
02_128_1001,Rice: in farms,2012,32.0,UZB
02_128_1001,Rice: in farms,2013,41.2,UZB
02_128_1001,Rice: in farms,2014,37.9,UZB
02_128_1001,Rice: in farms,2015,32.4,UZB
02_128_1001,Rice: in farms,2016,34.1,UZB
02_128_1001,Rice: in farms,2017,30.6,UZB
02_128_1001,Rice: in farms,2018,26.2,UZB
02_128_1001,Rice: in farms,2019,25.7,UZB
02_128_1001,Rice: in farms,2020,31.1,UZB
02_128_1001,Rice: in farms,2021,33.0,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2000,32.9,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2001,44.7,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2002,49.1,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2003,47.0,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2004,47.0,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2005,47.6,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2006,44.2,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2007,48.4,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2008,47.1,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2009,49.6,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2010,50.4,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2011,48.3,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2012,48.3,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2013,50.1,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2014,48.5,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2015,49.7,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2016,46.3,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2017,49.8,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2018,49.6,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2019,52.1,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2020,48.8,UZB
02_128_1002,Rice: in dekhkan (personal) farms,2021,51.7,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2000,0.0,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2001,0.0,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2002,27.5,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2003,24.0,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2004,24.1,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2005,30.4,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2006,33.7,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2007,32.5,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2008,34.3,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2009,27.8,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2010,29.9,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2011,30.6,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2012,26.4,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2013,30.1,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2014,30.4,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2015,26.0,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2016,30.0,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2017,22.8,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2018,25.3,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2019,30.9,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2020,28.1,UZB
02_128_1003,Rice: in organizations engaged in agricultural activities,2021,30.9,UZB
02_129_1000,Cotton: Total,2000,21.8,UZB
02_129_1000,Cotton: Total,2001,23.3,UZB
02_129_1000,Cotton: Total,2002,22.4,UZB
02_129_1000,Cotton: Total,2003,20.5,UZB
02_129_1000,Cotton: Total,2004,24.5,UZB
02_129_1000,Cotton: Total,2005,25.3,UZB
02_129_1000,Cotton: Total,2006,25.0,UZB
02_129_1000,Cotton: Total,2007,25.5,UZB
02_129_1000,Cotton: Total,2008,24.0,UZB
02_129_1000,Cotton: Total,2009,25.3,UZB
02_129_1000,Cotton: Total,2010,25.4,UZB
02_129_1000,Cotton: Total,2011,26.3,UZB
02_129_1000,Cotton: Total,2012,26.4,UZB
02_129_1000,Cotton: Total,2013,25.7,UZB
02_129_1000,Cotton: Total,2014,26.1,UZB
02_129_1000,Cotton: Total,2015,25.9,UZB
02_129_1000,Cotton: Total,2016,23.4,UZB
02_129_1000,Cotton: Total,2017,24.0,UZB
02_129_1000,Cotton: Total,2018,20.9,UZB
02_129_1000,Cotton: Total,2019,25.6,UZB
02_129_1000,Cotton: Total,2020,29.0,UZB
02_129_1000,Cotton: Total,2021,30.7,UZB
02_129_1001,Cotton: in farms,2000,18.9,UZB
02_129_1001,Cotton: in farms,2001,21.8,UZB
02_129_1001,Cotton: in farms,2002,19.7,UZB
02_129_1001,Cotton: in farms,2003,18.9,UZB
02_129_1001,Cotton: in farms,2004,23.3,UZB
02_129_1001,Cotton: in farms,2005,24.2,UZB
02_129_1001,Cotton: in farms,2006,24.6,UZB
02_129_1001,Cotton: in farms,2007,25.6,UZB
02_129_1001,Cotton: in farms,2008,24.2,UZB
02_129_1001,Cotton: in farms,2009,25.4,UZB
02_129_1001,Cotton: in farms,2010,25.9,UZB
02_129_1001,Cotton: in farms,2011,26.4,UZB
02_129_1001,Cotton: in farms,2012,26.5,UZB
02_129_1001,Cotton: in farms,2013,25.8,UZB
02_129_1001,Cotton: in farms,2014,26.3,UZB
02_129_1001,Cotton: in farms,2015,26.0,UZB
02_129_1001,Cotton: in farms,2016,23.5,UZB
02_129_1001,Cotton: in farms,2017,24.0,UZB
02_129_1001,Cotton: in farms,2018,20.8,UZB
02_129_1001,Cotton: in farms,2019,25.6,UZB
02_129_1001,Cotton: in farms,2020,29.1,UZB
02_129_1001,Cotton: in farms,2021,29.8,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2000,22.6,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2001,23.7,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2002,23.7,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2003,21.6,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2004,26.0,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2005,27.8,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2006,27.4,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2007,15.8,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2008,14.1,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2009,16.4,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2010,9.5,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2011,15.0,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2012,18.7,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2013,13.2,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2014,13.7,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2015,13.5,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2016,16.6,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2017,18.6,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2018,24.0,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2019,25.7,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2020,28.4,UZB
02_129_1002,Cotton: in dekhkan (personal) farms,2021,34.8,UZB
02_130_1000,Potato: Total,2000,129.3,UZB
02_130_1000,Potato: Total,2001,131.9,UZB
02_130_1000,Potato: Total,2002,143.7,UZB
02_130_1000,Potato: Total,2003,152.5,UZB
02_130_1000,Potato: Total,2004,157.5,UZB
02_130_1000,Potato: Total,2005,170.3,UZB
02_130_1000,Potato: Total,2006,175.2,UZB
02_130_1000,Potato: Total,2007,184.1,UZB
02_130_1000,Potato: Total,2008,194.1,UZB
02_130_1000,Potato: Total,2009,198.4,UZB
02_130_1000,Potato: Total,2010,194.9,UZB
02_130_1000,Potato: Total,2011,195.7,UZB
02_130_1000,Potato: Total,2012,203.7,UZB
02_130_1000,Potato: Total,2013,210.7,UZB
02_130_1000,Potato: Total,2014,213.6,UZB
02_130_1000,Potato: Total,2015,219.1,UZB
02_130_1000,Potato: Total,2016,225.1,UZB
02_130_1000,Potato: Total,2017,217.9,UZB
02_130_1000,Potato: Total,2018,224.8,UZB
02_130_1000,Potato: Total,2019,227.3,UZB
02_130_1000,Potato: Total,2020,213.4,UZB
02_130_1000,Potato: Total,2021,201.7,UZB
02_130_1001,Potato: in farms,2000,112.0,UZB
02_130_1001,Potato: in farms,2001,121.7,UZB
02_130_1001,Potato: in farms,2002,129.4,UZB
02_130_1001,Potato: in farms,2003,135.4,UZB
02_130_1001,Potato: in farms,2004,120.3,UZB
02_130_1001,Potato: in farms,2005,132.5,UZB
02_130_1001,Potato: in farms,2006,158.6,UZB
02_130_1001,Potato: in farms,2007,161.1,UZB
02_130_1001,Potato: in farms,2008,162.6,UZB
02_130_1001,Potato: in farms,2009,166.3,UZB
02_130_1001,Potato: in farms,2010,152.2,UZB
02_130_1001,Potato: in farms,2011,166.1,UZB
02_130_1001,Potato: in farms,2012,192.5,UZB
02_130_1001,Potato: in farms,2013,187.9,UZB
02_130_1001,Potato: in farms,2014,195.2,UZB
02_130_1001,Potato: in farms,2015,201.0,UZB
02_130_1001,Potato: in farms,2016,212.9,UZB
02_130_1001,Potato: in farms,2017,178.1,UZB
02_130_1001,Potato: in farms,2018,154.9,UZB
02_130_1001,Potato: in farms,2019,168.2,UZB
02_130_1001,Potato: in farms,2020,178.5,UZB
02_130_1001,Potato: in farms,2021,166.6,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2000,133.3,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2001,137.7,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2002,147.7,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2003,156.4,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2004,164.4,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2005,175.2,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2006,177.6,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2007,188.2,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2008,201.1,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2009,206.1,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2010,207.2,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2011,204.2,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2012,206.4,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2013,216.0,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2014,218.4,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2015,223.9,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2016,228.7,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2017,225.3,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2018,238.2,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2019,237.9,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2020,218.3,UZB
02_130_1002,Potato: in dekhkan (personal) farms,2021,211.6,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2000,114.8,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2001,96.9,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2002,111.3,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2003,113.1,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2004,103.7,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2005,109.7,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2006,139.3,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2007,144.4,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2008,115.1,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2009,135.0,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2010,146.6,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2011,159.0,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2012,218.4,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2013,218.3,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2014,188.7,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2015,189.0,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2016,205.0,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2017,91.4,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2018,118.0,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2019,150.8,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2020,206.7,UZB
02_130_1003,Potato: in organizations engaged in agricultural activities,2021,104.5,UZB
02_131_1000,Vegetables – total: Total,2000,183.8,UZB
02_131_1000,Vegetables – total: Total,2001,185.7,UZB
02_131_1000,Vegetables – total: Total,2002,193.8,UZB
02_131_1000,Vegetables – total: Total,2003,200.9,UZB
02_131_1000,Vegetables – total: Total,2004,203.1,UZB
02_131_1000,Vegetables – total: Total,2005,215.8,UZB
02_131_1000,Vegetables – total: Total,2006,223.0,UZB
02_131_1000,Vegetables – total: Total,2007,228.4,UZB
02_131_1000,Vegetables – total: Total,2008,246.4,UZB
02_131_1000,Vegetables – total: Total,2009,253.6,UZB
02_131_1000,Vegetables – total: Total,2010,252.5,UZB
02_131_1000,Vegetables – total: Total,2011,263.7,UZB
02_131_1000,Vegetables – total: Total,2012,265.6,UZB
02_131_1000,Vegetables – total: Total,2013,270.9,UZB
02_131_1000,Vegetables – total: Total,2014,268.3,UZB
02_131_1000,Vegetables – total: Total,2015,271.0,UZB
02_131_1000,Vegetables – total: Total,2016,271.1,UZB
02_131_1000,Vegetables – total: Total,2017,253.6,UZB
02_131_1000,Vegetables – total: Total,2018,237.1,UZB
02_131_1000,Vegetables – total: Total,2019,235.6,UZB
02_131_1000,Vegetables – total: Total,2020,234.4,UZB
02_131_1000,Vegetables – total: Total,2021,236.0,UZB
02_131_1001,Vegetables – total: in farms,2000,156.8,UZB
02_131_1001,Vegetables – total: in farms,2001,170.2,UZB
02_131_1001,Vegetables – total: in farms,2002,188.4,UZB
02_131_1001,Vegetables – total: in farms,2003,190.6,UZB
02_131_1001,Vegetables – total: in farms,2004,172.4,UZB
02_131_1001,Vegetables – total: in farms,2005,181.6,UZB
02_131_1001,Vegetables – total: in farms,2006,206.2,UZB
02_131_1001,Vegetables – total: in farms,2007,209.5,UZB
02_131_1001,Vegetables – total: in farms,2008,218.7,UZB
