Year,UNIT_MEASURE,Area,Sex,Regions,Value,M49_country_code,Reference area,Age,Degree of urbanisation,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2019.0,,,Female,,32.424874,KGZ,Batken,,,KG05,,,,,
2020.0,,,Female,,34.3,KGZ,Batken,,,KG05,,,,,
2021.0,,,Female,,40.835744,KGZ,Batken,,,KG05,,,,,
2007.0,,,Male,,39.381264,KGZ,Batken,,,KG05,,,,,
2008.0,,,Male,,18.757343,KGZ,Batken,,,KG05,,,,,
2009.0,,,Male,,31.703885,KGZ,Batken,,,KG05,,,,,
2010.0,,,Male,,35.557934,KGZ,Batken,,,KG05,,,,,
2011.0,,,Male,,37.347648,KGZ,Batken,,,KG05,,,,,
2012.0,,,Male,,33.764476,KGZ,Batken,,,KG05,,,,,
2013.0,,,Male,,54.087839,KGZ,Batken,,,KG05,,,,,
2014.0,,,Male,,42.448702,KGZ,Batken,,,KG05,,,,,
2015.0,,,Male,,41.395882,KGZ,Batken,,,KG05,,,,,
2016.0,,,Male,,38.033369,KGZ,Batken,,,KG05,,,,,
2017.0,,,Male,,41.521176,KGZ,Batken,,,KG05,,,,,
2018.0,,,Male,,33.888979,KGZ,Batken,,,KG05,,,,,
2019.0,,,Male,,32.79437,KGZ,Batken,,,KG05,,,,,
2020.0,,,Male,,35.1,KGZ,Batken,,,KG05,,,,,
2021.0,,,Male,,40.494323,KGZ,Batken,,,KG05,,,,,
2007.0,,,,,53.037853,KGZ,Jalal-Abad,,,KG03,,,,,
2008.0,,,,,40.086271,KGZ,Jalal-Abad,,,KG03,,,,,
2009.0,,,,,36.873144,KGZ,Jalal-Abad,,,KG03,,,,,
2010.0,,,,,44.705496,KGZ,Jalal-Abad,,,KG03,,,,,
2011.0,,,,,45.290428,KGZ,Jalal-Abad,,,KG03,,,,,
2012.0,,,,,55.657831,KGZ,Jalal-Abad,,,KG03,,,,,
2013.0,,,,,46.412538,KGZ,Jalal-Abad,,,KG03,,,,,
2014.0,,,,,46.435379,KGZ,Jalal-Abad,,,KG03,,,,,
2015.0,,,,,45.092335,KGZ,Jalal-Abad,,,KG03,,,,,
2016.0,,,,,32.247345,KGZ,Jalal-Abad,,,KG03,,,,,
2017.0,,,,,32.58065,KGZ,Jalal-Abad,,,KG03,,,,,
2018.0,,,,,32.21518,KGZ,Jalal-Abad,,,KG03,,,,,
2019.0,,,,,26.949229,KGZ,Jalal-Abad,,,KG03,,,,,
2020.0,,,,,37.2,KGZ,Jalal-Abad,,,KG03,,,,,
2021.0,,,,,43.213902,KGZ,Jalal-Abad,,,KG03,,,,,
2007.0,,,Female,,51.581913,KGZ,Jalal-Abad,,,KG03,,,,,
2008.0,,,Female,,37.898731,KGZ,Jalal-Abad,,,KG03,,,,,
2009.0,,,Female,,33.475027,KGZ,Jalal-Abad,,,KG03,,,,,
2010.0,,,Female,,43.666948,KGZ,Jalal-Abad,,,KG03,,,,,
2011.0,,,Female,,43.691714,KGZ,Jalal-Abad,,,KG03,,,,,
2012.0,,,Female,,55.271782,KGZ,Jalal-Abad,,,KG03,,,,,
2013.0,,,Female,,47.356836,KGZ,Jalal-Abad,,,KG03,,,,,
2014.0,,,Female,,47.010505,KGZ,Jalal-Abad,,,KG03,,,,,
2015.0,,,Female,,45.246248,KGZ,Jalal-Abad,,,KG03,,,,,
2016.0,,,Female,,33.070935,KGZ,Jalal-Abad,,,KG03,,,,,
2017.0,,,Female,,33.991288,KGZ,Jalal-Abad,,,KG03,,,,,
2018.0,,,Female,,33.427506,KGZ,Jalal-Abad,,,KG03,,,,,
2019.0,,,Female,,27.837054,KGZ,Jalal-Abad,,,KG03,,,,,
2020.0,,,Female,,39.0,KGZ,Jalal-Abad,,,KG03,,,,,
2021.0,,,Female,,43.253397,KGZ,Jalal-Abad,,,KG03,,,,,
2007.0,,,Male,,54.569086,KGZ,Jalal-Abad,,,KG03,,,,,
2008.0,,,Male,,42.427936,KGZ,Jalal-Abad,,,KG03,,,,,
2009.0,,,Male,,40.528056,KGZ,Jalal-Abad,,,KG03,,,,,
2010.0,,,Male,,45.762936,KGZ,Jalal-Abad,,,KG03,,,,,
2011.0,,,Male,,46.925946,KGZ,Jalal-Abad,,,KG03,,,,,
2012.0,,,Male,,56.050613,KGZ,Jalal-Abad,,,KG03,,,,,
2013.0,,,Male,,45.459524,KGZ,Jalal-Abad,,,KG03,,,,,
2014.0,,,Male,,45.842338,KGZ,Jalal-Abad,,,KG03,,,,,
2015.0,,,Male,,44.933484,KGZ,Jalal-Abad,,,KG03,,,,,
2016.0,,,Male,,31.382458,KGZ,Jalal-Abad,,,KG03,,,,,
2017.0,,,Male,,31.110381,KGZ,Jalal-Abad,,,KG03,,,,,
2018.0,,,Male,,30.924895,KGZ,Jalal-Abad,,,KG03,,,,,
2019.0,,,Male,,26.006375,KGZ,Jalal-Abad,,,KG03,,,,,
2020.0,,,Male,,35.4,KGZ,Jalal-Abad,,,KG03,,,,,
2021.0,,,Male,,43.172054,KGZ,Jalal-Abad,,,KG03,,,,,
2007.0,,,,,38.587156,KGZ,Issyk-Kul,,,KG02,,,,,
2008.0,,,,,52.243736,KGZ,Issyk-Kul,,,KG02,,,,,
2009.0,,,,,46.090374,KGZ,Issyk-Kul,,,KG02,,,,,
2010.0,,,,,38.013539,KGZ,Issyk-Kul,,,KG02,,,,,
2011.0,,,,,29.522755,KGZ,Issyk-Kul,,,KG02,,,,,
2012.0,,,,,28.137635,KGZ,Issyk-Kul,,,KG02,,,,,
2013.0,,,,,39.47799,KGZ,Issyk-Kul,,,KG02,,,,,
2014.0,,,,,26.014325,KGZ,Issyk-Kul,,,KG02,,,,,
2015.0,,,,,28.892638,KGZ,Issyk-Kul,,,KG02,,,,,
2016.0,,,,,24.744553,KGZ,Issyk-Kul,,,KG02,,,,,
2017.0,,,,,24.170329,KGZ,Issyk-Kul,,,KG02,,,,,
2018.0,,,,,21.52951,KGZ,Issyk-Kul,,,KG02,,,,,
2019.0,,,,,24.449709,KGZ,Issyk-Kul,,,KG02,,,,,
2020.0,,,,,27.9,KGZ,Issyk-Kul,,,KG02,,,,,
2021.0,,,,,38.130315,KGZ,Issyk-Kul,,,KG02,,,,,
2007.0,,,Female,,38.684594,KGZ,Issyk-Kul,,,KG02,,,,,
2008.0,,,Female,,52.152947,KGZ,Issyk-Kul,,,KG02,,,,,
2009.0,,,Female,,47.889059,KGZ,Issyk-Kul,,,KG02,,,,,
2010.0,,,Female,,36.910699,KGZ,Issyk-Kul,,,KG02,,,,,
2011.0,,,Female,,31.115103,KGZ,Issyk-Kul,,,KG02,,,,,
2012.0,,,Female,,28.242618,KGZ,Issyk-Kul,,,KG02,,,,,
2013.0,,,Female,,40.42619,KGZ,Issyk-Kul,,,KG02,,,,,
2014.0,,,Female,,26.354813,KGZ,Issyk-Kul,,,KG02,,,,,
2015.0,,,Female,,29.07856,KGZ,Issyk-Kul,,,KG02,,,,,
2016.0,,,Female,,24.749642,KGZ,Issyk-Kul,,,KG02,,,,,
2017.0,,,Female,,24.266813,KGZ,Issyk-Kul,,,KG02,,,,,
2018.0,,,Female,,21.495641,KGZ,Issyk-Kul,,,KG02,,,,,
2019.0,,,Female,,25.261408,KGZ,Issyk-Kul,,,KG02,,,,,
2020.0,,,Female,,29.0,KGZ,Issyk-Kul,,,KG02,,,,,
2021.0,,,Female,,39.052987,KGZ,Issyk-Kul,,,KG02,,,,,
2007.0,,,Male,,38.498843,KGZ,Issyk-Kul,,,KG02,,,,,
2008.0,,,Male,,52.32036,KGZ,Issyk-Kul,,,KG02,,,,,
2009.0,,,Male,,44.51291,KGZ,Issyk-Kul,,,KG02,,,,,
2010.0,,,Male,,39.006289,KGZ,Issyk-Kul,,,KG02,,,,,
2011.0,,,Male,,28.112247,KGZ,Issyk-Kul,,,KG02,,,,,
2012.0,,,Male,,28.021324,KGZ,Issyk-Kul,,,KG02,,,,,
2013.0,,,Male,,38.474804,KGZ,Issyk-Kul,,,KG02,,,,,
2014.0,,,Male,,25.663079,KGZ,Issyk-Kul,,,KG02,,,,,
2015.0,,,Male,,28.701454,KGZ,Issyk-Kul,,,KG02,,,,,
2016.0,,,Male,,24.739204,KGZ,Issyk-Kul,,,KG02,,,,,
2017.0,,,Male,,24.067407,KGZ,Issyk-Kul,,,KG02,,,,,
2018.0,,,Male,,21.566132,KGZ,Issyk-Kul,,,KG02,,,,,
2019.0,,,Male,,23.571244,KGZ,Issyk-Kul,,,KG02,,,,,
2020.0,,,Male,,26.7,KGZ,Issyk-Kul,,,KG02,,,,,
2021.0,,,Male,,37.162402,KGZ,Issyk-Kul,,,KG02,,,,,
2007.0,,,,,45.182679,KGZ,Naryn,,,KG04,,,,,
2008.0,,,,,42.730284,KGZ,Naryn,,,KG04,,,,,
2009.0,,,,,44.11792,KGZ,Naryn,,,KG04,,,,,
2010.0,,,,,53.531335,KGZ,Naryn,,,KG04,,,,,
2011.0,,,,,49.925098,KGZ,Naryn,,,KG04,,,,,
2012.0,,,,,39.932299,KGZ,Naryn,,,KG04,,,,,
2013.0,,,,,43.754395,KGZ,Naryn,,,KG04,,,,,
2014.0,,,,,30.560927,KGZ,Naryn,,,KG04,,,,,
2015.0,,,,,38.007029,KGZ,Naryn,,,KG04,,,,,
2016.0,,,,,37.798212,KGZ,Naryn,,,KG04,,,,,
2017.0,,,,,29.21834,KGZ,Naryn,,,KG04,,,,,
2018.0,,,,,30.596328,KGZ,Naryn,,,KG04,,,,,
2019.0,,,,,28.138698,KGZ,Naryn,,,KG04,,,,,
2020.0,,,,,36.8,KGZ,Naryn,,,KG04,,,,,
2021.0,,,,,39.151777,KGZ,Naryn,,,KG04,,,,,
2007.0,,,Female,,46.868159,KGZ,Naryn,,,KG04,,,,,
2008.0,,,Female,,42.698866,KGZ,Naryn,,,KG04,,,,,
2009.0,,,Female,,44.838863,KGZ,Naryn,,,KG04,,,,,
2010.0,,,Female,,53.397509,KGZ,Naryn,,,KG04,,,,,
2011.0,,,Female,,48.269824,KGZ,Naryn,,,KG04,,,,,
2012.0,,,Female,,37.664069,KGZ,Naryn,,,KG04,,,,,
2013.0,,,Female,,44.781415,KGZ,Naryn,,,KG04,,,,,
2014.0,,,Female,,32.369301,KGZ,Naryn,,,KG04,,,,,
2015.0,,,Female,,39.504744,KGZ,Naryn,,,KG04,,,,,
2016.0,,,Female,,39.601891,KGZ,Naryn,,,KG04,,,,,
2017.0,,,Female,,31.189138,KGZ,Naryn,,,KG04,,,,,
2018.0,,,Female,,31.5949,KGZ,Naryn,,,KG04,,,,,
2019.0,,,Female,,28.978045,KGZ,Naryn,,,KG04,,,,,
2020.0,,,Female,,37.6,KGZ,Naryn,,,KG04,,,,,
2021.0,,,Female,,39.257524,KGZ,Naryn,,,KG04,,,,,
2007.0,,,Male,,43.678265,KGZ,Naryn,,,KG04,,,,,
2008.0,,,Male,,42.757725,KGZ,Naryn,,,KG04,,,,,
2009.0,,,Male,,43.496308,KGZ,Naryn,,,KG04,,,,,
2010.0,,,Male,,53.676668,KGZ,Naryn,,,KG04,,,,,
2011.0,,,Male,,51.728537,KGZ,Naryn,,,KG04,,,,,
2012.0,,,Male,,42.395906,KGZ,Naryn,,,KG04,,,,,
2013.0,,,Male,,42.671843,KGZ,Naryn,,,KG04,,,,,
2014.0,,,Male,,28.643083,KGZ,Naryn,,,KG04,,,,,
2015.0,,,Male,,36.407725,KGZ,Naryn,,,KG04,,,,,
2016.0,,,Male,,35.859946,KGZ,Naryn,,,KG04,,,,,
2017.0,,,Male,,27.069804,KGZ,Naryn,,,KG04,,,,,
2018.0,,,Male,,29.460632,KGZ,Naryn,,,KG04,,,,,
2019.0,,,Male,,27.215175,KGZ,Naryn,,,KG04,,,,,
2020.0,,,Male,,35.9,KGZ,Naryn,,,KG04,,,,,
2021.0,,,Male,,39.034895,KGZ,Naryn,,,KG04,,,,,
2007.0,,,,,46.59161,KGZ,Osh,,,KG06,,,,,
2008.0,,,,,37.452826,KGZ,Osh,,,KG06,,,,,
2009.0,,,,,38.292036,KGZ,Osh,,,KG06,,,,,
2010.0,,,,,41.897118,KGZ,Osh,,,KG06,,,,,
2011.0,,,,,44.680774,KGZ,Osh,,,KG06,,,,,
2012.0,,,,,51.433698,KGZ,Osh,,,KG06,,,,,
2013.0,,,,,43.409369,KGZ,Osh,,,KG06,,,,,
2014.0,,,,,31.74014,KGZ,Osh,,,KG06,,,,,
2015.0,,,,,28.944511,KGZ,Osh,,,KG06,,,,,
2016.0,,,,,22.024663,KGZ,Osh,,,KG06,,,,,
2017.0,,,,,14.267617,KGZ,Osh,,,KG06,,,,,
2018.0,,,,,14.77862,KGZ,Osh,,,KG06,,,,,
2019.0,,,,,14.029578,KGZ,Osh,,,KG06,,,,,
2020.0,,,,,18.8,KGZ,Osh,,,KG06,,,,,
2021.0,,,,,23.758245,KGZ,Osh,,,KG06,,,,,
2007.0,,,Female,,48.708186,KGZ,Osh,,,KG06,,,,,
2008.0,,,Female,,37.931554,KGZ,Osh,,,KG06,,,,,
2009.0,,,Female,,38.334636,KGZ,Osh,,,KG06,,,,,
2010.0,,,Female,,40.639754,KGZ,Osh,,,KG06,,,,,
2011.0,,,Female,,44.169695,KGZ,Osh,,,KG06,,,,,
2012.0,,,Female,,50.553916,KGZ,Osh,,,KG06,,,,,
2013.0,,,Female,,42.660819,KGZ,Osh,,,KG06,,,,,
2014.0,,,Female,,30.494417,KGZ,Osh,,,KG06,,,,,
2015.0,,,Female,,28.438703,KGZ,Osh,,,KG06,,,,,
2016.0,,,Female,,21.810872,KGZ,Osh,,,KG06,,,,,
2017.0,,,Female,,12.948415,KGZ,Osh,,,KG06,,,,,
2018.0,,,Female,,15.25625,KGZ,Osh,,,KG06,,,,,
2019.0,,,Female,,14.136274,KGZ,Osh,,,KG06,,,,,
2020.0,,,Female,,18.9,KGZ,Osh,,,KG06,,,,,
2021.0,,,Female,,23.60099,KGZ,Osh,,,KG06,,,,,
2007.0,,,Male,,44.295394,KGZ,Osh,,,KG06,,,,,
2008.0,,,Male,,36.91306,KGZ,Osh,,,KG06,,,,,
2009.0,,,Male,,38.245332,KGZ,Osh,,,KG06,,,,,
2010.0,,,Male,,43.246261,KGZ,Osh,,,KG06,,,,,
2011.0,,,Male,,45.24075,KGZ,Osh,,,KG06,,,,,
2012.0,,,Male,,52.41883,KGZ,Osh,,,KG06,,,,,
2013.0,,,Male,,44.228326,KGZ,Osh,,,KG06,,,,,
2014.0,,,Male,,33.102942,KGZ,Osh,,,KG06,,,,,
2015.0,,,Male,,29.48951,KGZ,Osh,,,KG06,,,,,
2016.0,,,Male,,22.264453,KGZ,Osh,,,KG06,,,,,
2017.0,,,Male,,15.723495,KGZ,Osh,,,KG06,,,,,
2018.0,,,Male,,14.253422,KGZ,Osh,,,KG06,,,,,
2019.0,,,Male,,13.910068,KGZ,Osh,,,KG06,,,,,
2020.0,,,Male,,18.7,KGZ,Osh,,,KG06,,,,,
2021.0,,,Male,,23.928052,KGZ,Osh,,,KG06,,,,,
2007.0,,,,,35.259053,KGZ,Talas,,,KG07,,,,,
2008.0,,,,,42.972123,KGZ,Talas,,,KG07,,,,,
2009.0,,,,,33.003964,KGZ,Talas,,,KG07,,,,,
2010.0,,,,,42.338833,KGZ,Talas,,,KG07,,,,,
2011.0,,,,,50.172706,KGZ,Talas,,,KG07,,,,,
2012.0,,,,,39.57478,KGZ,Talas,,,KG07,,,,,
2013.0,,,,,23.057182,KGZ,Talas,,,KG07,,,,,
2014.0,,,,,19.048344,KGZ,Talas,,,KG07,,,,,
2015.0,,,,,21.481514,KGZ,Talas,,,KG07,,,,,
2016.0,,,,,18.115851,KGZ,Talas,,,KG07,,,,,
2017.0,,,,,20.679703,KGZ,Talas,,,KG07,,,,,
2018.0,,,,,22.085934,KGZ,Talas,,,KG07,,,,,
2019.0,,,,,13.290366,KGZ,Talas,,,KG07,,,,,
2020.0,,,,,12.5,KGZ,Talas,,,KG07,,,,,
2021.0,,,,,23.479874,KGZ,Talas,,,KG07,,,,,
2007.0,,,Female,,35.524401,KGZ,Talas,,,KG07,,,,,
2008.0,,,Female,,45.40342,KGZ,Talas,,,KG07,,,,,
2009.0,,,Female,,35.673722,KGZ,Talas,,,KG07,,,,,
2010.0,,,Female,,44.324841,KGZ,Talas,,,KG07,,,,,
2011.0,,,Female,,51.365667,KGZ,Talas,,,KG07,,,,,
2012.0,,,Female,,42.155403,KGZ,Talas,,,KG07,,,,,
2013.0,,,Female,,23.320678,KGZ,Talas,,,KG07,,,,,
2014.0,,,Female,,19.717988,KGZ,Talas,,,KG07,,,,,
2015.0,,,Female,,22.565255,KGZ,Talas,,,KG07,,,,,
2016.0,,,Female,,19.131642,KGZ,Talas,,,KG07,,,,,
2017.0,,,Female,,21.40538,KGZ,Talas,,,KG07,,,,,
2018.0,,,Female,,23.802663,KGZ,Talas,,,KG07,,,,,
2019.0,,,Female,,13.968631,KGZ,Talas,,,KG07,,,,,
2020.0,,,Female,,12.1,KGZ,Talas,,,KG07,,,,,
2021.0,,,Female,,24.191255,KGZ,Talas,,,KG07,,,,,
2007.0,,,Male,,34.937966,KGZ,Talas,,,KG07,,,,,
2008.0,,,Male,,40.025342,KGZ,Talas,,,KG07,,,,,
2009.0,,,Male,,29.757565,KGZ,Talas,,,KG07,,,,,
2010.0,,,Male,,40.090318,KGZ,Talas,,,KG07,,,,,
2011.0,,,Male,,48.834977,KGZ,Talas,,,KG07,,,,,
2012.0,,,Male,,36.737399,KGZ,Talas,,,KG07,,,,,
2013.0,,,Male,,22.797196,KGZ,Talas,,,KG07,,,,,
2014.0,,,Male,,18.38895,KGZ,Talas,,,KG07,,,,,
2015.0,,,Male,,20.402521,KGZ,Talas,,,KG07,,,,,
2016.0,,,Male,,17.094741,KGZ,Talas,,,KG07,,,,,
2017.0,,,Male,,19.940922,KGZ,Talas,,,KG07,,,,,
2018.0,,,Male,,20.340712,KGZ,Talas,,,KG07,,,,,
2019.0,,,Male,,12.593674,KGZ,Talas,,,KG07,,,,,
2020.0,,,Male,,12.9,KGZ,Talas,,,KG07,,,,,
2021.0,,,Male,,22.759796,KGZ,Talas,,,KG07,,,,,
2007.0,,,,,14.980994,KGZ,Chui,,,KG08,,,,,
2008.0,,,,,15.782631,KGZ,Chui,,,KG08,,,,,
2009.0,,,,,21.239381,KGZ,Chui,,,KG08,,,,,
2010.0,,,,,21.868453,KGZ,Chui,,,KG08,,,,,
2011.0,,,,,28.620908,KGZ,Chui,,,KG08,,,,,
2012.0,,,,,16.571766,KGZ,Chui,,,KG08,,,,,
2013.0,,,,,23.615399,KGZ,Chui,,,KG08,,,,,
2014.0,,,,,21.576154,KGZ,Chui,,,KG08,,,,,
2015.0,,,,,24.813851,KGZ,Chui,,,KG08,,,,,
2016.0,,,,,30.306457,KGZ,Chui,,,KG08,,,,,
2017.0,,,,,33.300588,KGZ,Chui,,,KG08,,,,,
2018.0,,,,,15.569903,KGZ,Chui,,,KG08,,,,,
2019.0,,,,,19.096515,KGZ,Chui,,,KG08,,,,,
2020.0,,,,,25.4,KGZ,Chui,,,KG08,,,,,
2021.0,,,,,27.00352,KGZ,Chui,,,KG08,,,,,
2007.0,,,Female,,13.323177,KGZ,Chui,,,KG08,,,,,
2008.0,,,Female,,14.947409,KGZ,Chui,,,KG08,,,,,
2009.0,,,Female,,20.612283,KGZ,Chui,,,KG08,,,,,
2010.0,,,Female,,21.810234,KGZ,Chui,,,KG08,,,,,
2011.0,,,Female,,31.580794,KGZ,Chui,,,KG08,,,,,
2012.0,,,Female,,16.336951,KGZ,Chui,,,KG08,,,,,
2013.0,,,Female,,23.536875,KGZ,Chui,,,KG08,,,,,
2014.0,,,Female,,20.781079,KGZ,Chui,,,KG08,,,,,
2015.0,,,Female,,24.23137,KGZ,Chui,,,KG08,,,,,
2016.0,,,Female,,29.796796,KGZ,Chui,,,KG08,,,,,
2017.0,,,Female,,32.33125,KGZ,Chui,,,KG08,,,,,
2018.0,,,Female,,15.460809,KGZ,Chui,,,KG08,,,,,
2019.0,,,Female,,19.149802,KGZ,Chui,,,KG08,,,,,
2020.0,,,Female,,24.3,KGZ,Chui,,,KG08,,,,,
2021.0,,,Female,,26.499911,KGZ,Chui,,,KG08,,,,,
2007.0,,,Male,,16.816017,KGZ,Chui,,,KG08,,,,,
2008.0,,,Male,,16.656433,KGZ,Chui,,,KG08,,,,,
2009.0,,,Male,,21.936014,KGZ,Chui,,,KG08,,,,,
2010.0,,,Male,,21.932251,KGZ,Chui,,,KG08,,,,,
2011.0,,,Male,,25.292386,KGZ,Chui,,,KG08,,,,,
2012.0,,,Male,,16.835987,KGZ,Chui,,,KG08,,,,,
2013.0,,,Male,,23.697958,KGZ,Chui,,,KG08,,,,,
2014.0,,,Male,,22.438097,KGZ,Chui,,,KG08,,,,,
2015.0,,,Male,,25.448532,KGZ,Chui,,,KG08,,,,,
2016.0,,,Male,,30.862157,KGZ,Chui,,,KG08,,,,,
2017.0,,,Male,,34.357578,KGZ,Chui,,,KG08,,,,,
2018.0,,,Male,,15.688805,KGZ,Chui,,,KG08,,,,,
2019.0,,,Male,,19.037373,KGZ,Chui,,,KG08,,,,,
2020.0,,,Male,,26.6,KGZ,Chui,,,KG08,,,,,
2021.0,,,Male,,27.572067,KGZ,Chui,,,KG08,,,,,
2007.0,,,,,5.005041,KGZ,Bishkek (city),,,KG11,,,,,
2008.0,,,,,15.199877,KGZ,Bishkek (city),,,KG11,,,,,
2009.0,,,,,13.244359,KGZ,Bishkek (city),,,KG11,,,,,
2010.0,,,,,7.89363,KGZ,Bishkek (city),,,KG11,,,,,
2011.0,,,,,18.412319,KGZ,Bishkek (city),,,KG11,,,,,
2012.0,,,,,21.394253,KGZ,Bishkek (city),,,KG11,,,,,
2013.0,,,,,20.374195,KGZ,Bishkek (city),,,KG11,,,,,
2014.0,,,,,17.559795,KGZ,Bishkek (city),,,KG11,,,,,
2015.0,,,,,23.541813,KGZ,Bishkek (city),,,KG11,,,,,
2016.0,,,,,9.78144,KGZ,Bishkek (city),,,KG11,,,,,
2017.0,,,,,15.895977,KGZ,Bishkek (city),,,KG11,,,,,
2018.0,,,,,15.431849,KGZ,Bishkek (city),,,KG11,,,,,
2019.0,,,,,11.923173,KGZ,Bishkek (city),,,KG11,,,,,
2020.0,,,,,16.8,KGZ,Bishkek (city),,,KG11,,,,,
2021.0,,,,,35.769119,KGZ,Bishkek (city),,,KG11,,,,,
2007.0,,,Female,,4.99107,KGZ,Bishkek (city),,,KG11,,,,,
2008.0,,,Female,,14.580408,KGZ,Bishkek (city),,,KG11,,,,,
2009.0,,,Female,,12.694536,KGZ,Bishkek (city),,,KG11,,,,,
2010.0,,,Female,,7.30227,KGZ,Bishkek (city),,,KG11,,,,,
2011.0,,,Female,,17.126273,KGZ,Bishkek (city),,,KG11,,,,,
2012.0,,,Female,,19.902241,KGZ,Bishkek (city),,,KG11,,,,,
2013.0,,,Female,,18.389802,KGZ,Bishkek (city),,,KG11,,,,,
2014.0,,,Female,,15.756847,KGZ,Bishkek (city),,,KG11,,,,,
2015.0,,,Female,,22.249204,KGZ,Bishkek (city),,,KG11,,,,,
2016.0,,,Female,,8.899379,KGZ,Bishkek (city),,,KG11,,,,,
2017.0,,,Female,,14.320885,KGZ,Bishkek (city),,,KG11,,,,,
2018.0,,,Female,,14.746661,KGZ,Bishkek (city),,,KG11,,,,,
2019.0,,,Female,,10.945122,KGZ,Bishkek (city),,,KG11,,,,,
2020.0,,,Female,,16.4,KGZ,Bishkek (city),,,KG11,,,,,
2021.0,,,Female,,35.037028,KGZ,Bishkek (city),,,KG11,,,,,
2007.0,,,Male,,5.022346,KGZ,Bishkek (city),,,KG11,,,,,
2008.0,,,Male,,15.989713,KGZ,Bishkek (city),,,KG11,,,,,
2009.0,,,Male,,13.950363,KGZ,Bishkek (city),,,KG11,,,,,
2010.0,,,Male,,8.654215,KGZ,Bishkek (city),,,KG11,,,,,
2011.0,,,Male,,20.038087,KGZ,Bishkek (city),,,KG11,,,,,
2012.0,,,Male,,23.294374,KGZ,Bishkek (city),,,KG11,,,,,
2013.0,,,Male,,22.845597,KGZ,Bishkek (city),,,KG11,,,,,
2014.0,,,Male,,19.854368,KGZ,Bishkek (city),,,KG11,,,,,
2015.0,,,Male,,25.206391,KGZ,Bishkek (city),,,KG11,,,,,
2016.0,,,Male,,10.893361,KGZ,Bishkek (city),,,KG11,,,,,
2017.0,,,Male,,17.858219,KGZ,Bishkek (city),,,KG11,,,,,
2018.0,,,Male,,16.325681,KGZ,Bishkek (city),,,KG11,,,,,
2019.0,,,Male,,13.205044,KGZ,Bishkek (city),,,KG11,,,,,
2020.0,,,Male,,17.3,KGZ,Bishkek (city),,,KG11,,,,,
2021.0,,,Male,,36.714713,KGZ,Bishkek (city),,,KG11,,,,,
2007.0,,,,,0.0,KGZ,Osh (city),,,KG21,,,,,
2008.0,,,,,0.0,KGZ,Osh (city),,,KG21,,,,,
2009.0,,,,,0.0,KGZ,Osh (city),,,KG21,,,,,
2010.0,,,,,0.0,KGZ,Osh (city),,,KG21,,,,,
2011.0,,,,,0.0,KGZ,Osh (city),,,KG21,,,,,
2012.0,,,,,0.0,KGZ,Osh (city),,,KG21,,,,,
2013.0,,,,,40.875893,KGZ,Osh (city),,,KG21,,,,,
2014.0,,,,,33.421786,KGZ,Osh (city),,,KG21,,,,,
2015.0,,,,,38.278868,KGZ,Osh (city),,,KG21,,,,,
2016.0,,,,,24.59944,KGZ,Osh (city),,,KG21,,,,,
2017.0,,,,,33.489021,KGZ,Osh (city),,,KG21,,,,,
2018.0,,,,,35.470048,KGZ,Osh (city),,,KG21,,,,,
2019.0,,,,,20.664792,KGZ,Osh (city),,,KG21,,,,,
2020.0,,,,,14.7,KGZ,Osh (city),,,KG21,,,,,
2021.0,,,,,28.585005,KGZ,Osh (city),,,KG21,,,,,
2007.0,,,Female,,0.0,KGZ,Osh (city),,,KG21,,,,,
2008.0,,,Female,,0.0,KGZ,Osh (city),,,KG21,,,,,
2009.0,,,Female,,0.0,KGZ,Osh (city),,,KG21,,,,,
2010.0,,,Female,,0.0,KGZ,Osh (city),,,KG21,,,,,
2011.0,,,Female,,0.0,KGZ,Osh (city),,,KG21,,,,,
2012.0,,,Female,,0.0,KGZ,Osh (city),,,KG21,,,,,
2013.0,,,Female,,40.214977,KGZ,Osh (city),,,KG21,,,,,
2014.0,,,Female,,31.961883,KGZ,Osh (city),,,KG21,,,,,
2015.0,,,Female,,35.847234,KGZ,Osh (city),,,KG21,,,,,
2016.0,,,Female,,23.187149,KGZ,Osh (city),,,KG21,,,,,
2017.0,,,Female,,30.888271,KGZ,Osh (city),,,KG21,,,,,
2018.0,,,Female,,33.89696,KGZ,Osh (city),,,KG21,,,,,
2019.0,,,Female,,19.658728,KGZ,Osh (city),,,KG21,,,,,
2020.0,,,Female,,14.7,KGZ,Osh (city),,,KG21,,,,,
2021.0,,,Female,,27.745517,KGZ,Osh (city),,,KG21,,,,,
2007.0,,,Male,,0.0,KGZ,Osh (city),,,KG21,,,,,
2008.0,,,Male,,0.0,KGZ,Osh (city),,,KG21,,,,,
2009.0,,,Male,,0.0,KGZ,Osh (city),,,KG21,,,,,
2010.0,,,Male,,0.0,KGZ,Osh (city),,,KG21,,,,,
2011.0,,,Male,,0.0,KGZ,Osh (city),,,KG21,,,,,
2012.0,,,Male,,0.0,KGZ,Osh (city),,,KG21,,,,,
2013.0,,,Male,,41.620642,KGZ,Osh (city),,,KG21,,,,,
2014.0,,,Male,,35.041318,KGZ,Osh (city),,,KG21,,,,,
2015.0,,,Male,,41.029123,KGZ,Osh (city),,,KG21,,,,,
2016.0,,,Male,,26.170219,KGZ,Osh (city),,,KG21,,,,,
