Year,Regions,Value,M49_country_code,Reference area,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2017.0,Karagandy,13.226346882990915,KAZ,,,,,,,
2017.0,Kostanay,17.08233686368295,KAZ,,,,,,,
2017.0,Kyzylorda,0.0,KAZ,,,,,,,
2017.0,Mangistau,10.298130889243602,KAZ,,,,,,,
2017.0,Ontustik Kazakhstan,16.798252981689906,KAZ,,,,,,,
2017.0,Pavlodar,28.49814762040468,KAZ,,,,,,,
2017.0,Soltustik Kazakhstan,18.33588726048747,KAZ,,,,,,,
2017.0,Shygys Kazakhstan,18.3688464364438,KAZ,,,,,,,
2017.0,Nur-Sultan city,6.503219093451259,KAZ,,,,,,,
2017.0,Almaty city,14.729709824716451,KAZ,,,,,,,
2018.0,,14.0,KAZ,,,,,,,
2018.0,Akmola,35.9,KAZ,,,,,,,
2018.0,Aktobe,5.1,KAZ,,,,,,,
2018.0,Almaty,14.8,KAZ,,,,,,,
2018.0,Atyrau,5.9,KAZ,,,,,,,
2018.0,Batys Kazakhstan,7.6,KAZ,,,,,,,
2018.0,Zhambyl,8.0,KAZ,,,,,,,
2018.0,Karagandy,26.2,KAZ,,,,,,,
2018.0,Kostanay,8.7,KAZ,,,,,,,
2018.0,Kyzylorda,10.7,KAZ,,,,,,,
2018.0,Mangistau,25.1,KAZ,,,,,,,
2018.0,Pavlodar,8.5,KAZ,,,,,,,
2018.0,Soltustik Kazakhstan,14.8,KAZ,,,,,,,
2018.0,Turkistan,10.3,KAZ,,,,,,,
2018.0,Shygys Kazakhstan,14.0,KAZ,,,,,,,
2018.0,Nur-Sultan city,29.0,KAZ,,,,,,,
2018.0,Almaty city,8.9,KAZ,,,,,,,
2018.0,Shymkent city,19.6,KAZ,,,,,,,
2019.0,,13.7,KAZ,,,,,,,
2019.0,Akmola,17.2,KAZ,,,,,,,
2019.0,Aktobe,4.9,KAZ,,,,,,,
2019.0,Almaty,25.4,KAZ,,,,,,,
2019.0,Atyrau,17.8,KAZ,,,,,,,
2019.0,Batys Kazakhstan,7.6,KAZ,,,,,,,
2019.0,Zhambyl,11.8,KAZ,,,,,,,
2019.0,Karagandy,39.5,KAZ,,,,,,,
2019.0,Kostanay,26.6,KAZ,,,,,,,
2019.0,Kyzylorda,5.3,KAZ,,,,,,,
2019.0,Mangistau,4.9,KAZ,,,,,,,
2019.0,Pavlodar,0.0,KAZ,,,,,,,
2019.0,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2019.0,Turkistan,9.3,KAZ,,,,,,,
2019.0,Shygys Kazakhstan,23.4,KAZ,,,,,,,
2019.0,Nur-Sultan city,3.3,KAZ,,,,,,,
2019.0,Almaty city,15.4,KAZ,,,,,,,
2019.0,Shymkent city,7.1,KAZ,,,,,,,
2007.0,,51.9,KGZ,,,,,,,
2008.0,,55.0,KGZ,,,,,,,
2009.0,,63.5,KGZ,,,,,,,
2010.0,,51.3,KGZ,,,,,,,
2011.0,,54.8,KGZ,,,,,,,
2012.0,,49.1,KGZ,,,,,,,
2013.0,,36.0,KGZ,,,,,,,
2014.0,,50.1,KGZ,,,,,,,
2015.0,,38.5,KGZ,,,,,,,
2016.0,,30.3,KGZ,,,,,,,
2017.0,,31.9,KGZ,,,,,,,
2018.0,,28.6,KGZ,,,,,,,
2019.0,,24.8,KGZ,,,,,,,
2020.0,,38.6,KGZ,,,,,,,
2021.0,,33.3,KGZ,,,,,,,
2007.0,,74.8,KGZ,Batken,KG05,,,,,
2008.0,,66.6,KGZ,Batken,KG05,,,,,
2009.0,,41.7,KGZ,Batken,KG05,,,,,
2010.0,,59.7,KGZ,Batken,KG05,,,,,
2011.0,,66.9,KGZ,Batken,KG05,,,,,
2012.0,,43.5,KGZ,Batken,KG05,,,,,
2013.0,,42.0,KGZ,Batken,KG05,,,,,
2014.0,,108.7,KGZ,Batken,KG05,,,,,
2015.0,,26.1,KGZ,Batken,KG05,,,,,
2016.0,,41.9,KGZ,Batken,KG05,,,,,
2017.0,,51.9,KGZ,Batken,KG05,,,,,
2018.0,,33.6,KGZ,Batken,KG05,,,,,
2019.0,,25.8,KGZ,Batken,KG05,,,,,
2020.0,,42.4,KGZ,Batken,KG05,,,,,
2021.0,,38.3,KGZ,Batken,KG05,,,,,
2007.0,,32.8,KGZ,Jalal-Abad,KG03,,,,,
2008.0,,66.6,KGZ,Jalal-Abad,KG03,,,,,
2009.0,,40.3,KGZ,Jalal-Abad,KG03,,,,,
2010.0,,31.1,KGZ,Jalal-Abad,KG03,,,,,
2011.0,,36.5,KGZ,Jalal-Abad,KG03,,,,,
2012.0,,55.9,KGZ,Jalal-Abad,KG03,,,,,
2013.0,,33.0,KGZ,Jalal-Abad,KG03,,,,,
2014.0,,53.7,KGZ,Jalal-Abad,KG03,,,,,
2015.0,,53.3,KGZ,Jalal-Abad,KG03,,,,,
2016.0,,33.5,KGZ,Jalal-Abad,KG03,,,,,
2017.0,,53.6,KGZ,Jalal-Abad,KG03,,,,,
2018.0,,38.2,KGZ,Jalal-Abad,KG03,,,,,
2019.0,,37.2,KGZ,Jalal-Abad,KG03,,,,,
2020.0,,53.2,KGZ,Jalal-Abad,KG03,,,,,
2021.0,,31.7,KGZ,Jalal-Abad,KG03,,,,,
2007.0,,89.7,KGZ,Issyk-Kul,KG02,,,,,
2008.0,,122.9,KGZ,Issyk-Kul,KG02,,,,,
2009.0,,72.0,KGZ,Issyk-Kul,KG02,,,,,
2010.0,,70.4,KGZ,Issyk-Kul,KG02,,,,,
2011.0,,62.6,KGZ,Issyk-Kul,KG02,,,,,
2012.0,,97.2,KGZ,Issyk-Kul,KG02,,,,,
2013.0,,37.2,KGZ,Issyk-Kul,KG02,,,,,
2014.0,,55.3,KGZ,Issyk-Kul,KG02,,,,,
2015.0,,26.7,KGZ,Issyk-Kul,KG02,,,,,
2016.0,,34.7,KGZ,Issyk-Kul,KG02,,,,,
2017.0,,37.0,KGZ,Issyk-Kul,KG02,,,,,
2018.0,,71.2,KGZ,Issyk-Kul,KG02,,,,,
2019.0,,28.4,KGZ,Issyk-Kul,KG02,,,,,
2020.0,,90.6,KGZ,Issyk-Kul,KG02,,,,,
2021.0,,98.7,KGZ,Issyk-Kul,KG02,,,,,
2007.0,,62.3,KGZ,Naryn,KG04,,,,,
2008.0,,46.2,KGZ,Naryn,KG04,,,,,
2009.0,,105.5,KGZ,Naryn,KG04,,,,,
2010.0,,69.6,KGZ,Naryn,KG04,,,,,
2011.0,,83.3,KGZ,Naryn,KG04,,,,,
2012.0,,56.2,KGZ,Naryn,KG04,,,,,
2013.0,,29.0,KGZ,Naryn,KG04,,,,,
2014.0,,135.7,KGZ,Naryn,KG04,,,,,
2015.0,,30.6,KGZ,Naryn,KG04,,,,,
2016.0,,43.7,KGZ,Naryn,KG04,,,,,
2018.0,,105.7,KGZ,Naryn,KG04,,,,,
2019.0,,16.6,KGZ,Naryn,KG04,,,,,
2020.0,,52.6,KGZ,Naryn,KG04,,,,,
2021.0,,157.2,KGZ,Naryn,KG04,,,,,
2007.0,,26.0,KGZ,Osh,KG06,,,,,
2008.0,,54.4,KGZ,Osh,KG06,,,,,
2009.0,,93.2,KGZ,Osh,KG06,,,,,
2010.0,,78.6,KGZ,Osh,KG06,,,,,
2011.0,,62.5,KGZ,Osh,KG06,,,,,
2012.0,,58.1,KGZ,Osh,KG06,,,,,
2013.0,,42.8,KGZ,Osh,KG06,,,,,
2014.0,,43.4,KGZ,Osh,KG06,,,,,
2015.0,,43.4,KGZ,Osh,KG06,,,,,
2016.0,,24.9,KGZ,Osh,KG06,,,,,
2017.0,,25.6,KGZ,Osh,KG06,,,,,
2018.0,,19.5,KGZ,Osh,KG06,,,,,
2019.0,,25.5,KGZ,Osh,KG06,,,,,
2020.0,,24.5,KGZ,Osh,KG06,,,,,
2021.0,,24.9,KGZ,Osh,KG06,,,,,
2007.0,,120.3,KGZ,Talas,KG07,,,,,
2008.0,,51.1,KGZ,Talas,KG07,,,,,
2009.0,,61.3,KGZ,Talas,KG07,,,,,
2010.0,,87.0,KGZ,Talas,KG07,,,,,
2011.0,,40.9,KGZ,Talas,KG07,,,,,
2012.0,,14.1,KGZ,Talas,KG07,,,,,
2013.0,,14.8,KGZ,Talas,KG07,,,,,
2014.0,,44.6,KGZ,Talas,KG07,,,,,
2015.0,,15.1,KGZ,Talas,KG07,,,,,
2019.0,,16.6,KGZ,Talas,KG07,,,,,
2020.0,,69.1,KGZ,Talas,KG07,,,,,
2021.0,,38.4,KGZ,Talas,KG07,,,,,
2007.0,,78.3,KGZ,Chui,KG08,,,,,
2008.0,,34.4,KGZ,Chui,KG08,,,,,
2009.0,,61.1,KGZ,Chui,KG08,,,,,
2010.0,,49.5,KGZ,Chui,KG08,,,,,
2011.0,,69.0,KGZ,Chui,KG08,,,,,
2012.0,,41.2,KGZ,Chui,KG08,,,,,
2013.0,,50.4,KGZ,Chui,KG08,,,,,
2014.0,,44.4,KGZ,Chui,KG08,,,,,
2015.0,,40.3,KGZ,Chui,KG08,,,,,
2016.0,,47.9,KGZ,Chui,KG08,,,,,
2017.0,,22.9,KGZ,Chui,KG08,,,,,
2018.0,,16.1,KGZ,Chui,KG08,,,,,
2019.0,,32.5,KGZ,Chui,KG08,,,,,
2020.0,,32.2,KGZ,Chui,KG08,,,,,
2021.0,,15.1,KGZ,Chui,KG08,,,,,
2007.0,,17.3,KGZ,Bishkek (city),KG11,,,,,
2008.0,,22.0,KGZ,Bishkek (city),KG11,,,,,
2009.0,,20.4,KGZ,Bishkek (city),KG11,,,,,
2010.0,,19.4,KGZ,Bishkek (city),KG11,,,,,
2011.0,,43.3,KGZ,Bishkek (city),KG11,,,,,
2012.0,,18.0,KGZ,Bishkek (city),KG11,,,,,
2013.0,,26.1,KGZ,Bishkek (city),KG11,,,,,
2014.0,,16.4,KGZ,Bishkek (city),KG11,,,,,
2015.0,,30.5,KGZ,Bishkek (city),KG11,,,,,
2016.0,,17.6,KGZ,Bishkek (city),KG11,,,,,
2017.0,,13.4,KGZ,Bishkek (city),KG11,,,,,
2018.0,,18.0,KGZ,Bishkek (city),KG11,,,,,
2019.0,,16.9,KGZ,Bishkek (city),KG11,,,,,
2020.0,,19.1,KGZ,Bishkek (city),KG11,,,,,
2021.0,,14.6,KGZ,Bishkek (city),KG11,,,,,
2007.0,,100.6,KGZ,Osh (city),KG21,,,,,
2008.0,,38.6,KGZ,Osh (city),KG21,,,,,
2009.0,,168.4,KGZ,Osh (city),KG21,,,,,
2011.0,,35.7,KGZ,Osh (city),KG21,,,,,
2012.0,,60.3,KGZ,Osh (city),KG21,,,,,
2013.0,,15.0,KGZ,Osh (city),KG21,,,,,
2015.0,,40.9,KGZ,Osh (city),KG21,,,,,
2016.0,,13.5,KGZ,Osh (city),KG21,,,,,
2017.0,,64.9,KGZ,Osh (city),KG21,,,,,
2018.0,,8.3,KGZ,Osh (city),KG21,,,,,
2020.0,,25.2,KGZ,Osh (city),KG21,,,,,
2021.0,,21.7,KGZ,Osh (city),KG21,,,,,
,,,UZB,,,01_101_,Total,True,2000.0,33.1
,,,UZB,,,01_101_,Total,True,2001.0,34.1
,,,UZB,,,01_101_,Total,True,2002.0,32.0
,,,UZB,,,01_101_,Total,True,2003.0,32.2
,,,UZB,,,01_101_,Total,True,2004.0,30.2
,,,UZB,,,01_101_,Total,True,2005.0,29.2
,,,UZB,,,01_101_,Total,True,2006.0,24.8
,,,UZB,,,01_101_,Total,True,2007.0,23.5
,,,UZB,,,01_101_,Total,True,2008.0,22.4
,,,UZB,,,01_101_,Total,True,2009.0,30.4
,,,UZB,,,01_101_,Total,True,2010.0,21.0
,,,UZB,,,01_101_,Total,True,2011.0,23.1
,,,UZB,,,01_101_,Total,True,2012.0,20.2
,,,UZB,,,01_101_,Total,True,2013.0,20.0
,,,UZB,,,01_101_,Total,True,2014.0,19.1
,,,UZB,,,01_101_,Total,True,2015.0,18.9
,,,UZB,,,01_101_,Total,True,2016.0,17.4
,,,UZB,,,01_101_,Total,True,2017.0,21.0
,,,UZB,,,01_101_,Total,True,2018.0,20.2
,,,UZB,,,01_101_,Total,True,2019.0,19.6
,,,UZB,,,01_101_,Total,True,2020.0,18.5
,,,UZB,,,01_101_,Total,True,2021.0,14.4
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2000.0,38.8
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2001.0,41.9
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2002.0,26.6
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2003.0,25.0
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2004.0,22.9
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2005.0,15.4
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2006.0,28.4
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2007.0,10.9
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2008.0,28.4
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2009.0,29.9
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2010.0,26.4
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2011.0,27.9
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2012.0,23.6
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2013.0,25.6
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2014.0,22.0
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2015.0,29.0
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2016.0,25.4
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2017.0,13.2
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2018.0,27.4
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2019.0,36.5
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2020.0,30.5
,,,UZB,,,10_104_,Republic of Karakalpakstan,True,2021.0,24.8
,,,UZB,,,10_105_,Andizhan Region,True,2000.0,20.2
,,,UZB,,,10_105_,Andizhan Region,True,2001.0,20.5
,,,UZB,,,10_105_,Andizhan Region,True,2002.0,17.3
,,,UZB,,,10_105_,Andizhan Region,True,2003.0,23.2
,,,UZB,,,10_105_,Andizhan Region,True,2004.0,25.7
,,,UZB,,,10_105_,Andizhan Region,True,2005.0,21.0
,,,UZB,,,10_105_,Andizhan Region,True,2006.0,24.8
,,,UZB,,,10_105_,Andizhan Region,True,2007.0,21.8
,,,UZB,,,10_105_,Andizhan Region,True,2008.0,19.3
,,,UZB,,,10_105_,Andizhan Region,True,2009.0,21.0
,,,UZB,,,10_105_,Andizhan Region,True,2010.0,18.3
,,,UZB,,,10_105_,Andizhan Region,True,2011.0,21.2
,,,UZB,,,10_105_,Andizhan Region,True,2012.0,18.9
,,,UZB,,,10_105_,Andizhan Region,True,2013.0,17.1
,,,UZB,,,10_105_,Andizhan Region,True,2014.0,17.7
,,,UZB,,,10_105_,Andizhan Region,True,2015.0,12.9
,,,UZB,,,10_105_,Andizhan Region,True,2016.0,10.2
,,,UZB,,,10_105_,Andizhan Region,True,2017.0,11.9
,,,UZB,,,10_105_,Andizhan Region,True,2018.0,13.8
,,,UZB,,,10_105_,Andizhan Region,True,2019.0,18.0
,,,UZB,,,10_105_,Andizhan Region,True,2020.0,14.7
,,,UZB,,,10_105_,Andizhan Region,True,2021.0,10.6
,,,UZB,,,10_106_,Bukhara Region,True,2000.0,49.0
,,,UZB,,,10_106_,Bukhara Region,True,2001.0,54.4
,,,UZB,,,10_106_,Bukhara Region,True,2002.0,37.3
,,,UZB,,,10_106_,Bukhara Region,True,2003.0,42.2
,,,UZB,,,10_106_,Bukhara Region,True,2004.0,23.4
,,,UZB,,,10_106_,Bukhara Region,True,2005.0,29.9
,,,UZB,,,10_106_,Bukhara Region,True,2006.0,19.6
,,,UZB,,,10_106_,Bukhara Region,True,2007.0,18.4
,,,UZB,,,10_106_,Bukhara Region,True,2008.0,38.5
,,,UZB,,,10_106_,Bukhara Region,True,2009.0,28.7
,,,UZB,,,10_106_,Bukhara Region,True,2010.0,23.1
,,,UZB,,,10_106_,Bukhara Region,True,2011.0,30.4
,,,UZB,,,10_106_,Bukhara Region,True,2012.0,20.4
,,,UZB,,,10_106_,Bukhara Region,True,2013.0,29.9
,,,UZB,,,10_106_,Bukhara Region,True,2014.0,10.4
,,,UZB,,,10_106_,Bukhara Region,True,2015.0,7.6
,,,UZB,,,10_106_,Bukhara Region,True,2016.0,7.8
,,,UZB,,,10_106_,Bukhara Region,True,2017.0,8.1
,,,UZB,,,10_106_,Bukhara Region,True,2018.0,19.8
,,,UZB,,,10_106_,Bukhara Region,True,2019.0,19.4
,,,UZB,,,10_106_,Bukhara Region,True,2020.0,9.6
,,,UZB,,,10_106_,Bukhara Region,True,2021.0,20.8
,,,UZB,,,10_107_,Dzhizak Region,True,2000.0,29.4
,,,UZB,,,10_107_,Dzhizak Region,True,2001.0,42.5
,,,UZB,,,10_107_,Dzhizak Region,True,2002.0,29.7
,,,UZB,,,10_107_,Dzhizak Region,True,2003.0,35.2
,,,UZB,,,10_107_,Dzhizak Region,True,2004.0,24.5
,,,UZB,,,10_107_,Dzhizak Region,True,2005.0,24.8
,,,UZB,,,10_107_,Dzhizak Region,True,2006.0,21.1
,,,UZB,,,10_107_,Dzhizak Region,True,2007.0,15.7
,,,UZB,,,10_107_,Dzhizak Region,True,2008.0,10.9
,,,UZB,,,10_107_,Dzhizak Region,True,2009.0,18.6
,,,UZB,,,10_107_,Dzhizak Region,True,2010.0,27.0
,,,UZB,,,10_107_,Dzhizak Region,True,2011.0,27.8
,,,UZB,,,10_107_,Dzhizak Region,True,2012.0,19.7
,,,UZB,,,10_107_,Dzhizak Region,True,2013.0,14.6
,,,UZB,,,10_107_,Dzhizak Region,True,2014.0,16.7
,,,UZB,,,10_107_,Dzhizak Region,True,2015.0,25.1
,,,UZB,,,10_107_,Dzhizak Region,True,2016.0,28.5
,,,UZB,,,10_107_,Dzhizak Region,True,2017.0,42.0
,,,UZB,,,10_107_,Dzhizak Region,True,2018.0,26.6
,,,UZB,,,10_107_,Dzhizak Region,True,2019.0,30.2
,,,UZB,,,10_107_,Dzhizak Region,True,2020.0,13.1
,,,UZB,,,10_107_,Dzhizak Region,True,2021.0,12.1
,,,UZB,,,10_108_,Kashkadarya Region,True,2000.0,39.9
,,,UZB,,,10_108_,Kashkadarya Region,True,2001.0,40.6
,,,UZB,,,10_108_,Kashkadarya Region,True,2002.0,37.1
,,,UZB,,,10_108_,Kashkadarya Region,True,2003.0,31.5
,,,UZB,,,10_108_,Kashkadarya Region,True,2004.0,24.4
,,,UZB,,,10_108_,Kashkadarya Region,True,2005.0,24.4
,,,UZB,,,10_108_,Kashkadarya Region,True,2006.0,22.2
,,,UZB,,,10_108_,Kashkadarya Region,True,2007.0,23.5
,,,UZB,,,10_108_,Kashkadarya Region,True,2008.0,28.1
,,,UZB,,,10_108_,Kashkadarya Region,True,2009.0,20.5
,,,UZB,,,10_108_,Kashkadarya Region,True,2010.0,14.1
,,,UZB,,,10_108_,Kashkadarya Region,True,2011.0,15.6
,,,UZB,,,10_108_,Kashkadarya Region,True,2012.0,15.3
,,,UZB,,,10_108_,Kashkadarya Region,True,2013.0,15.3
,,,UZB,,,10_108_,Kashkadarya Region,True,2014.0,15.9
,,,UZB,,,10_108_,Kashkadarya Region,True,2015.0,15.3
,,,UZB,,,10_108_,Kashkadarya Region,True,2016.0,10.3
,,,UZB,,,10_108_,Kashkadarya Region,True,2017.0,26.1
,,,UZB,,,10_108_,Kashkadarya Region,True,2018.0,17.1
,,,UZB,,,10_108_,Kashkadarya Region,True,2019.0,15.0
,,,UZB,,,10_108_,Kashkadarya Region,True,2020.0,10.0
,,,UZB,,,10_108_,Kashkadarya Region,True,2021.0,11.3
,,,UZB,,,10_109_,Navoi Region,True,2000.0,91.6
,,,UZB,,,10_109_,Navoi Region,True,2001.0,91.5
,,,UZB,,,10_109_,Navoi Region,True,2002.0,51.5
,,,UZB,,,10_109_,Navoi Region,True,2003.0,71.9
,,,UZB,,,10_109_,Navoi Region,True,2004.0,55.8
,,,UZB,,,10_109_,Navoi Region,True,2005.0,49.3
,,,UZB,,,10_109_,Navoi Region,True,2006.0,42.9
,,,UZB,,,10_109_,Navoi Region,True,2007.0,39.7
,,,UZB,,,10_109_,Navoi Region,True,2008.0,27.7
,,,UZB,,,10_109_,Navoi Region,True,2009.0,49.2
,,,UZB,,,10_109_,Navoi Region,True,2010.0,27.2
