unique_id,col_caption_name,year,value
02_128_1003,Rice: in organizations engaged in agricultural activities,2006,33.7
02_128_1003,Rice: in organizations engaged in agricultural activities,2007,32.5
02_128_1003,Rice: in organizations engaged in agricultural activities,2008,34.3
02_128_1003,Rice: in organizations engaged in agricultural activities,2009,27.8
02_128_1003,Rice: in organizations engaged in agricultural activities,2010,29.9
02_128_1003,Rice: in organizations engaged in agricultural activities,2011,30.6
02_128_1003,Rice: in organizations engaged in agricultural activities,2012,26.4
02_128_1003,Rice: in organizations engaged in agricultural activities,2013,30.1
02_128_1003,Rice: in organizations engaged in agricultural activities,2014,30.4
02_128_1003,Rice: in organizations engaged in agricultural activities,2015,26
02_128_1003,Rice: in organizations engaged in agricultural activities,2016,30
02_128_1003,Rice: in organizations engaged in agricultural activities,2017,22.8
02_128_1003,Rice: in organizations engaged in agricultural activities,2018,25.3
02_128_1003,Rice: in organizations engaged in agricultural activities,2019,30.9
02_128_1003,Rice: in organizations engaged in agricultural activities,2020,28.1
02_128_1003,Rice: in organizations engaged in agricultural activities,2021,30.9
02_129_1000,Cotton: Total,2000,21.8
02_129_1000,Cotton: Total,2001,23.3
02_129_1000,Cotton: Total,2002,22.4
02_129_1000,Cotton: Total,2003,20.5
02_129_1000,Cotton: Total,2004,24.5
02_129_1000,Cotton: Total,2005,25.3
02_129_1000,Cotton: Total,2006,25
02_129_1000,Cotton: Total,2007,25.5
02_129_1000,Cotton: Total,2008,24
02_129_1000,Cotton: Total,2009,25.3
02_129_1000,Cotton: Total,2010,25.4
02_129_1000,Cotton: Total,2011,26.3
02_129_1000,Cotton: Total,2012,26.4
02_129_1000,Cotton: Total,2013,25.7
02_129_1000,Cotton: Total,2014,26.1
02_129_1000,Cotton: Total,2015,25.9
02_129_1000,Cotton: Total,2016,23.4
02_129_1000,Cotton: Total,2017,24
02_129_1000,Cotton: Total,2018,20.9
02_129_1000,Cotton: Total,2019,25.6
02_129_1000,Cotton: Total,2020,29
02_129_1000,Cotton: Total,2021,30.7
02_129_1001,Cotton: in farms,2000,18.9
02_129_1001,Cotton: in farms,2001,21.8
02_129_1001,Cotton: in farms,2002,19.7
02_129_1001,Cotton: in farms,2003,18.9
02_129_1001,Cotton: in farms,2004,23.3
02_129_1001,Cotton: in farms,2005,24.2
02_129_1001,Cotton: in farms,2006,24.6
02_129_1001,Cotton: in farms,2007,25.6
02_129_1001,Cotton: in farms,2008,24.2
02_129_1001,Cotton: in farms,2009,25.4
02_129_1001,Cotton: in farms,2010,25.9
02_129_1001,Cotton: in farms,2011,26.4
02_129_1001,Cotton: in farms,2012,26.5
02_129_1001,Cotton: in farms,2013,25.8
02_129_1001,Cotton: in farms,2014,26.3
02_129_1001,Cotton: in farms,2015,26
02_129_1001,Cotton: in farms,2016,23.5
02_129_1001,Cotton: in farms,2017,24
02_129_1001,Cotton: in farms,2018,20.8
02_129_1001,Cotton: in farms,2019,25.6
02_129_1001,Cotton: in farms,2020,29.1
02_129_1001,Cotton: in farms,2021,29.8
02_129_1002,Cotton: in dekhkan (personal) farms,2000,22.6
02_129_1002,Cotton: in dekhkan (personal) farms,2001,23.7
02_129_1002,Cotton: in dekhkan (personal) farms,2002,23.7
02_129_1002,Cotton: in dekhkan (personal) farms,2003,21.6
02_129_1002,Cotton: in dekhkan (personal) farms,2004,26
02_129_1002,Cotton: in dekhkan (personal) farms,2005,27.8
02_129_1002,Cotton: in dekhkan (personal) farms,2006,27.4
02_129_1002,Cotton: in dekhkan (personal) farms,2007,15.8
02_129_1002,Cotton: in dekhkan (personal) farms,2008,14.1
02_129_1002,Cotton: in dekhkan (personal) farms,2009,16.4
02_129_1002,Cotton: in dekhkan (personal) farms,2010,9.5
02_129_1002,Cotton: in dekhkan (personal) farms,2011,15
02_129_1002,Cotton: in dekhkan (personal) farms,2012,18.7
02_129_1002,Cotton: in dekhkan (personal) farms,2013,13.2
02_129_1002,Cotton: in dekhkan (personal) farms,2014,13.7
02_129_1002,Cotton: in dekhkan (personal) farms,2015,13.5
02_129_1002,Cotton: in dekhkan (personal) farms,2016,16.6
02_129_1002,Cotton: in dekhkan (personal) farms,2017,18.6
02_129_1002,Cotton: in dekhkan (personal) farms,2018,24
02_129_1002,Cotton: in dekhkan (personal) farms,2019,25.7
02_129_1002,Cotton: in dekhkan (personal) farms,2020,28.4
02_129_1002,Cotton: in dekhkan (personal) farms,2021,34.8
02_130_1000,Potato: Total,2000,129.3
02_130_1000,Potato: Total,2001,131.9
02_130_1000,Potato: Total,2002,143.7
02_130_1000,Potato: Total,2003,152.5
02_130_1000,Potato: Total,2004,157.5
02_130_1000,Potato: Total,2005,170.3
02_130_1000,Potato: Total,2006,175.2
02_130_1000,Potato: Total,2007,184.1
02_130_1000,Potato: Total,2008,194.1
02_130_1000,Potato: Total,2009,198.4
02_130_1000,Potato: Total,2010,194.9
02_130_1000,Potato: Total,2011,195.7
02_130_1000,Potato: Total,2012,203.7
02_130_1000,Potato: Total,2013,210.7
02_130_1000,Potato: Total,2014,213.6
02_130_1000,Potato: Total,2015,219.1
02_130_1000,Potato: Total,2016,225.1
02_130_1000,Potato: Total,2017,217.9
02_130_1000,Potato: Total,2018,224.8
02_130_1000,Potato: Total,2019,227.3
02_130_1000,Potato: Total,2020,213.4
02_130_1000,Potato: Total,2021,201.7
02_130_1001,Potato: in farms,2000,112
02_130_1001,Potato: in farms,2001,121.7
02_130_1001,Potato: in farms,2002,129.4
02_130_1001,Potato: in farms,2003,135.4
02_130_1001,Potato: in farms,2004,120.3
02_130_1001,Potato: in farms,2005,132.5
02_130_1001,Potato: in farms,2006,158.6
02_130_1001,Potato: in farms,2007,161.1
02_130_1001,Potato: in farms,2008,162.6
02_130_1001,Potato: in farms,2009,166.3
02_130_1001,Potato: in farms,2010,152.2
02_130_1001,Potato: in farms,2011,166.1
02_130_1001,Potato: in farms,2012,192.5
02_130_1001,Potato: in farms,2013,187.9
02_130_1001,Potato: in farms,2014,195.2
02_130_1001,Potato: in farms,2015,201
02_130_1001,Potato: in farms,2016,212.9
02_130_1001,Potato: in farms,2017,178.1
02_130_1001,Potato: in farms,2018,154.9
02_130_1001,Potato: in farms,2019,168.2
02_130_1001,Potato: in farms,2020,178.5
02_130_1001,Potato: in farms,2021,166.6
02_130_1002,Potato: in dekhkan (personal) farms,2000,133.3
02_130_1002,Potato: in dekhkan (personal) farms,2001,137.7
02_130_1002,Potato: in dekhkan (personal) farms,2002,147.7
02_130_1002,Potato: in dekhkan (personal) farms,2003,156.4
02_130_1002,Potato: in dekhkan (personal) farms,2004,164.4
02_130_1002,Potato: in dekhkan (personal) farms,2005,175.2
02_130_1002,Potato: in dekhkan (personal) farms,2006,177.6
02_130_1002,Potato: in dekhkan (personal) farms,2007,188.2
02_130_1002,Potato: in dekhkan (personal) farms,2008,201.1
02_130_1002,Potato: in dekhkan (personal) farms,2009,206.1
02_130_1002,Potato: in dekhkan (personal) farms,2010,207.2
02_130_1002,Potato: in dekhkan (personal) farms,2011,204.2
02_130_1002,Potato: in dekhkan (personal) farms,2012,206.4
02_130_1002,Potato: in dekhkan (personal) farms,2013,216
02_130_1002,Potato: in dekhkan (personal) farms,2014,218.4
02_130_1002,Potato: in dekhkan (personal) farms,2015,223.9
02_130_1002,Potato: in dekhkan (personal) farms,2016,228.7
02_130_1002,Potato: in dekhkan (personal) farms,2017,225.3
02_130_1002,Potato: in dekhkan (personal) farms,2018,238.2
02_130_1002,Potato: in dekhkan (personal) farms,2019,237.9
02_130_1002,Potato: in dekhkan (personal) farms,2020,218.3
02_130_1002,Potato: in dekhkan (personal) farms,2021,211.6
02_130_1003,Potato: in organizations engaged in agricultural activities,2000,114.8
02_130_1003,Potato: in organizations engaged in agricultural activities,2001,96.9
02_130_1003,Potato: in organizations engaged in agricultural activities,2002,111.3
02_130_1003,Potato: in organizations engaged in agricultural activities,2003,113.1
02_130_1003,Potato: in organizations engaged in agricultural activities,2004,103.7
02_130_1003,Potato: in organizations engaged in agricultural activities,2005,109.7
02_130_1003,Potato: in organizations engaged in agricultural activities,2006,139.3
02_130_1003,Potato: in organizations engaged in agricultural activities,2007,144.4
02_130_1003,Potato: in organizations engaged in agricultural activities,2008,115.1
02_130_1003,Potato: in organizations engaged in agricultural activities,2009,135
02_130_1003,Potato: in organizations engaged in agricultural activities,2010,146.6
02_130_1003,Potato: in organizations engaged in agricultural activities,2011,159
02_130_1003,Potato: in organizations engaged in agricultural activities,2012,218.4
02_130_1003,Potato: in organizations engaged in agricultural activities,2013,218.3
02_130_1003,Potato: in organizations engaged in agricultural activities,2014,188.7
02_130_1003,Potato: in organizations engaged in agricultural activities,2015,189
02_130_1003,Potato: in organizations engaged in agricultural activities,2016,205
02_130_1003,Potato: in organizations engaged in agricultural activities,2017,91.4
02_130_1003,Potato: in organizations engaged in agricultural activities,2018,118
02_130_1003,Potato: in organizations engaged in agricultural activities,2019,150.8
02_130_1003,Potato: in organizations engaged in agricultural activities,2020,206.7
02_130_1003,Potato: in organizations engaged in agricultural activities,2021,104.5
02_131_1000,Vegetables – total: Total,2000,183.8
02_131_1000,Vegetables – total: Total,2001,185.7
02_131_1000,Vegetables – total: Total,2002,193.8
02_131_1000,Vegetables – total: Total,2003,200.9
02_131_1000,Vegetables – total: Total,2004,203.1
02_131_1000,Vegetables – total: Total,2005,215.8
02_131_1000,Vegetables – total: Total,2006,223
02_131_1000,Vegetables – total: Total,2007,228.4
02_131_1000,Vegetables – total: Total,2008,246.4
02_131_1000,Vegetables – total: Total,2009,253.6
02_131_1000,Vegetables – total: Total,2010,252.5
02_131_1000,Vegetables – total: Total,2011,263.7
02_131_1000,Vegetables – total: Total,2012,265.6
02_131_1000,Vegetables – total: Total,2013,270.9
02_131_1000,Vegetables – total: Total,2014,268.3
02_131_1000,Vegetables – total: Total,2015,271
02_131_1000,Vegetables – total: Total,2016,271.1
02_131_1000,Vegetables – total: Total,2017,253.6
02_131_1000,Vegetables – total: Total,2018,237.1
02_131_1000,Vegetables – total: Total,2019,235.6
02_131_1000,Vegetables – total: Total,2020,234.4
02_131_1000,Vegetables – total: Total,2021,236
02_131_1001,Vegetables – total: in farms,2000,156.8
02_131_1001,Vegetables – total: in farms,2001,170.2
02_131_1001,Vegetables – total: in farms,2002,188.4
02_131_1001,Vegetables – total: in farms,2003,190.6
02_131_1001,Vegetables – total: in farms,2004,172.4
02_131_1001,Vegetables – total: in farms,2005,181.6
02_131_1001,Vegetables – total: in farms,2006,206.2
02_131_1001,Vegetables – total: in farms,2007,209.5
02_131_1001,Vegetables – total: in farms,2008,218.7
02_131_1001,Vegetables – total: in farms,2009,230.5
02_131_1001,Vegetables – total: in farms,2010,239.8
02_131_1001,Vegetables – total: in farms,2011,256.7
02_131_1001,Vegetables – total: in farms,2012,262.2
02_131_1001,Vegetables – total: in farms,2013,273.5
02_131_1001,Vegetables – total: in farms,2014,263
02_131_1001,Vegetables – total: in farms,2015,261.7
02_131_1001,Vegetables – total: in farms,2016,258.9
02_131_1001,Vegetables – total: in farms,2017,212
02_131_1001,Vegetables – total: in farms,2018,178.9
02_131_1001,Vegetables – total: in farms,2019,200.5
02_131_1001,Vegetables – total: in farms,2020,207.6
02_131_1001,Vegetables – total: in farms,2021,205.7
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2000,196.2
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2001,195.8
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2002,201.3
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2003,211.4
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2004,219.8
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2005,230.7
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2006,233.6
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2007,238.8
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2008,262.5
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2009,267.6
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2010,260.1
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2011,268.7
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2012,269.6
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2013,272
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2014,273.5
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2015,277.3
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2016,280.8
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2017,272.8
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2018,266.3
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2019,253.1
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2020,245.6
02_131_1002,Vegetables – total: in dekhkan (personal) farms,2021,250.6
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2000,155.5
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2001,159.3
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2002,168.2
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2003,175
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2004,151.8
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2005,168.1
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2006,169.6
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2007,166.1
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2008,148.4
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2009,160
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2010,170.1
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2011,172.5
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2012,148.5
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2013,155.1
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2014,165.4
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2015,196.2
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2016,171.6
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2017,206.4
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2018,106
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2019,125.3
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2020,174.2
02_131_1003,Vegetables – total: in organizations engaged in agricultural activities,2021,159.9
