Year,UNIT_MEASURE,Regions,Area,Sex,Value,M49_country_code
2010,per 100000 population,Aktobe,rural,,5.69,KAZ
2010,per 100000 population,Almaty,rural,,6.2,KAZ
2010,per 100000 population,Atyrau,rural,,2.54,KAZ
2010,per 100000 population,Batys Kazakhstan,rural,,5.64,KAZ
2010,per 100000 population,Zhambyl,rural,,2.75,KAZ
2010,per 100000 population,Karagandy,rural,,6.38,KAZ
2010,per 100000 population,Kostanay,rural,,12.49,KAZ
2010,per 100000 population,Kyzylorda,rural,,2.49,KAZ
2010,per 100000 population,Mangistau,rural,,1.24,KAZ
2010,per 100000 population,Ontustik Kazakhstan,rural,,1.62,KAZ
2010,per 100000 population,Pavlodar,rural,,17.45,KAZ
2010,per 100000 population,Soltustik Kazakhstan,rural,,1.7,KAZ
2010,per 100000 population,Shygys Kazakhstan,rural,,7.77,KAZ
2010,per 100000 population,,,Male,10.58,KAZ
2010,per 100000 population,Akmola,,Male,16.68,KAZ
2010,per 100000 population,Aktobe,,Male,5.12,KAZ
2010,per 100000 population,Almaty,,Male,10.11,KAZ
2010,per 100000 population,Atyrau,,Male,4.66,KAZ
2010,per 100000 population,Batys Kazakhstan,,Male,9.24,KAZ
2010,per 100000 population,Zhambyl,,Male,5.92,KAZ
2010,per 100000 population,Karagandy,,Male,21.34,KAZ
2010,per 100000 population,Kostanay,,Male,16.34,KAZ
2010,per 100000 population,Kyzylorda,,Male,2.02,KAZ
2010,per 100000 population,Mangistau,,Male,1.97,KAZ
2010,per 100000 population,Ontustik Kazakhstan,,Male,3.83,KAZ
2010,per 100000 population,Pavlodar,,Male,21.96,KAZ
2010,per 100000 population,Soltustik Kazakhstan,,Male,2.49,KAZ
2010,per 100000 population,Shygys Kazakhstan,,Male,14.31,KAZ
2010,per 100000 population,Nur-Sultan city,,Male,16.78,KAZ
2010,per 100000 population,Almaty city,,Male,14.79,KAZ
2010,per 100000 population,,urban,Male,13.32,KAZ
2010,per 100000 population,Akmola,urban,Male,16.9,KAZ
2010,per 100000 population,Aktobe,urban,Male,4.06,KAZ
2010,per 100000 population,Almaty,urban,Male,12.6,KAZ
2010,per 100000 population,Atyrau,urban,Male,5.02,KAZ
2010,per 100000 population,Batys Kazakhstan,urban,Male,10.53,KAZ
2010,per 100000 population,Zhambyl,urban,Male,8.07,KAZ
2010,per 100000 population,Karagandy,urban,Male,25.39,KAZ
2010,per 100000 population,Kostanay,urban,Male,14.87,KAZ
2010,per 100000 population,Kyzylorda,urban,Male,1.4,KAZ
2010,per 100000 population,Mangistau,urban,Male,1.51,KAZ
2010,per 100000 population,Ontustik Kazakhstan,urban,Male,7.09,KAZ
2010,per 100000 population,Pavlodar,urban,Male,20.89,KAZ
2010,per 100000 population,Soltustik Kazakhstan,urban,Male,4.64,KAZ
2010,per 100000 population,Shygys Kazakhstan,urban,Male,16.48,KAZ
2010,per 100000 population,Nur-Sultan city,urban,Male,16.78,KAZ
2010,per 100000 population,Almaty city,urban,Male,14.79,KAZ
2010,per 100000 population,,rural,Male,7.48,KAZ
2010,per 100000 population,Akmola,rural,Male,16.49,KAZ
2010,per 100000 population,Aktobe,rural,Male,6.71,KAZ
2010,per 100000 population,Almaty,rural,Male,9.38,KAZ
2010,per 100000 population,Atyrau,rural,Male,4.34,KAZ
2010,per 100000 population,Batys Kazakhstan,rural,Male,8.16,KAZ
2010,per 100000 population,Zhambyl,rural,Male,4.53,KAZ
2010,per 100000 population,Karagandy,rural,Male,8.05,KAZ
2010,per 100000 population,Kostanay,rural,Male,17.72,KAZ
2010,per 100000 population,Kyzylorda,rural,Male,2.45,KAZ
2010,per 100000 population,Mangistau,rural,Male,2.46,KAZ
2010,per 100000 population,Ontustik Kazakhstan,rural,Male,1.81,KAZ
2010,per 100000 population,Pavlodar,rural,Male,24.14,KAZ
2010,per 100000 population,Soltustik Kazakhstan,rural,Male,1.15,KAZ
2010,per 100000 population,Shygys Kazakhstan,rural,Male,11.58,KAZ
2010,per 100000 population,,,Female,3.95,KAZ
2010,per 100000 population,Akmola,,Female,6.31,KAZ
2010,per 100000 population,Aktobe,,Female,3.25,KAZ
2010,per 100000 population,Almaty,,Female,3.92,KAZ
2010,per 100000 population,Atyrau,,Female,0.74,KAZ
2010,per 100000 population,Batys Kazakhstan,,Female,4.14,KAZ
2010,per 100000 population,Zhambyl,,Female,2.25,KAZ
2010,per 100000 population,Karagandy,,Female,6.32,KAZ
2010,per 100000 population,Kostanay,,Female,6.86,KAZ
2010,per 100000 population,Kyzylorda,,Female,1.72,KAZ
2010,per 100000 population,Mangistau,,Female,0.77,KAZ
2010,per 100000 population,Ontustik Kazakhstan,,Female,1.71,KAZ
2010,per 100000 population,Pavlodar,,Female,6.59,KAZ
2010,per 100000 population,Soltustik Kazakhstan,,Female,1.61,KAZ
2010,per 100000 population,Shygys Kazakhstan,,Female,6.4,KAZ
2010,per 100000 population,Nur-Sultan city,,Female,4.92,KAZ
2010,per 100000 population,Almaty city,,Female,4.08,KAZ
2010,per 100000 population,,urban,Female,4.59,KAZ
2010,per 100000 population,Akmola,urban,Female,7.67,KAZ
2010,per 100000 population,Aktobe,urban,Female,2.4,KAZ
2010,per 100000 population,Almaty,urban,Female,6.56,KAZ
2010,per 100000 population,Atyrau,urban,Female,0.76,KAZ
2010,per 100000 population,Batys Kazakhstan,urban,Female,5.2,KAZ
2010,per 100000 population,Zhambyl,urban,Female,4.03,KAZ
2010,per 100000 population,Karagandy,urban,Female,6.74,KAZ
2010,per 100000 population,Kostanay,urban,Female,6.24,KAZ
2010,per 100000 population,Kyzylorda,urban,Female,0.66,KAZ
2010,per 100000 population,Mangistau,urban,Female,1.43,KAZ
2010,per 100000 population,Ontustik Kazakhstan,urban,Female,2.12,KAZ
2010,per 100000 population,Pavlodar,urban,Female,4.71,KAZ
2010,per 100000 population,Soltustik Kazakhstan,urban,Female,0.77,KAZ
2010,per 100000 population,Shygys Kazakhstan,urban,Female,8.02,KAZ
2010,per 100000 population,Nur-Sultan city,urban,Female,4.92,KAZ
2010,per 100000 population,Almaty city,urban,Female,4.08,KAZ
2010,per 100000 population,,rural,Female,3.14,KAZ
2010,per 100000 population,Akmola,rural,Female,5.06,KAZ
2010,per 100000 population,Aktobe,rural,Female,4.67,KAZ
2010,per 100000 population,Almaty,rural,Female,3.07,KAZ
2010,per 100000 population,Atyrau,rural,Female,0.73,KAZ
2010,per 100000 population,Batys Kazakhstan,rural,Female,3.13,KAZ
2010,per 100000 population,Zhambyl,rural,Female,0.97,KAZ
2010,per 100000 population,Karagandy,rural,Female,4.71,KAZ
2010,per 100000 population,Kostanay,rural,Female,7.53,KAZ
2010,per 100000 population,Kyzylorda,rural,Female,2.53,KAZ
2010,per 100000 population,Mangistau,rural,Female,0.0,KAZ
2010,per 100000 population,Ontustik Kazakhstan,rural,Female,1.44,KAZ
2010,per 100000 population,Pavlodar,rural,Female,10.92,KAZ
2010,per 100000 population,Soltustik Kazakhstan,rural,Female,2.23,KAZ
2010,per 100000 population,Shygys Kazakhstan,rural,Female,4.03,KAZ
2011,per 100000 population,,,,5.99,KAZ
2011,per 100000 population,Akmola,,,10.38,KAZ
2011,per 100000 population,Aktobe,,,2.69,KAZ
2011,per 100000 population,Almaty,,,5.66,KAZ
2011,per 100000 population,Atyrau,,,4.84,KAZ
2011,per 100000 population,Batys Kazakhstan,,,6.06,KAZ
2011,per 100000 population,Zhambyl,,,5.42,KAZ
2011,per 100000 population,Karagandy,,,9.74,KAZ
2011,per 100000 population,Kostanay,,,9.77,KAZ
2011,per 100000 population,Kyzylorda,,,0.42,KAZ
2011,per 100000 population,Mangistau,,,1.87,KAZ
2011,per 100000 population,Ontustik Kazakhstan,,,1.77,KAZ
2011,per 100000 population,Pavlodar,,,8.97,KAZ
2011,per 100000 population,Soltustik Kazakhstan,,,1.7,KAZ
2011,per 100000 population,Shygys Kazakhstan,,,7.45,KAZ
2011,per 100000 population,Nur-Sultan city,,,8.06,KAZ
2011,per 100000 population,Almaty city,,,10.62,KAZ
2011,per 100000 population,,urban,,7.33,KAZ
2011,per 100000 population,Akmola,urban,,11.4,KAZ
2011,per 100000 population,Aktobe,urban,,2.49,KAZ
2011,per 100000 population,Almaty,urban,,8.61,KAZ
2011,per 100000 population,Atyrau,urban,,6.22,KAZ
2011,per 100000 population,Batys Kazakhstan,urban,,7.49,KAZ
2011,per 100000 population,Zhambyl,urban,,6.15,KAZ
2011,per 100000 population,Karagandy,urban,,11.33,KAZ
2011,per 100000 population,Kostanay,urban,,9.44,KAZ
2011,per 100000 population,Kyzylorda,urban,,0.0,KAZ
2011,per 100000 population,Mangistau,urban,,1.43,KAZ
2011,per 100000 population,Ontustik Kazakhstan,urban,,2.95,KAZ
2011,per 100000 population,Pavlodar,urban,,7.79,KAZ
2011,per 100000 population,Soltustik Kazakhstan,urban,,0.42,KAZ
2011,per 100000 population,Shygys Kazakhstan,urban,,7.78,KAZ
2011,per 100000 population,Nur-Sultan city,urban,,8.06,KAZ
2011,per 100000 population,Almaty city,urban,,10.62,KAZ
2011,per 100000 population,,rural,,4.38,KAZ
2011,per 100000 population,Akmola,rural,,9.48,KAZ
2011,per 100000 population,Aktobe,rural,,3.0,KAZ
2011,per 100000 population,Almaty,rural,,4.76,KAZ
2011,per 100000 population,Atyrau,rural,,3.57,KAZ
2011,per 100000 population,Batys Kazakhstan,rural,,4.73,KAZ
2011,per 100000 population,Zhambyl,rural,,4.93,KAZ
2011,per 100000 population,Karagandy,rural,,4.06,KAZ
2011,per 100000 population,Kostanay,rural,,10.1,KAZ
2011,per 100000 population,Kyzylorda,rural,,0.74,KAZ
2011,per 100000 population,Mangistau,rural,,2.34,KAZ
2011,per 100000 population,Ontustik Kazakhstan,rural,,1.01,KAZ
2011,per 100000 population,Pavlodar,rural,,11.56,KAZ
2011,per 100000 population,Soltustik Kazakhstan,rural,,2.59,KAZ
2011,per 100000 population,Shygys Kazakhstan,rural,,6.99,KAZ
2011,per 100000 population,,,Male,8.74,KAZ
2011,per 100000 population,Akmola,,Male,15.0,KAZ
2011,per 100000 population,Aktobe,,Male,3.19,KAZ
2011,per 100000 population,Almaty,,Male,8.94,KAZ
2011,per 100000 population,Atyrau,,Male,5.7,KAZ
2011,per 100000 population,Batys Kazakhstan,,Male,8.49,KAZ
2011,per 100000 population,Zhambyl,,Male,7.01,KAZ
2011,per 100000 population,Karagandy,,Male,13.28,KAZ
2011,per 100000 population,Kostanay,,Male,14.68,KAZ
2011,per 100000 population,Kyzylorda,,Male,0.57,KAZ
2011,per 100000 population,Mangistau,,Male,2.26,KAZ
2011,per 100000 population,Ontustik Kazakhstan,,Male,2.18,KAZ
2011,per 100000 population,Pavlodar,,Male,15.09,KAZ
2011,per 100000 population,Soltustik Kazakhstan,,Male,1.07,KAZ
2011,per 100000 population,Shygys Kazakhstan,,Male,10.85,KAZ
2011,per 100000 population,Nur-Sultan city,,Male,13.18,KAZ
2011,per 100000 population,Almaty city,,Male,18.05,KAZ
2011,per 100000 population,,urban,Male,11.33,KAZ
2011,per 100000 population,Akmola,urban,Male,16.25,KAZ
2011,per 100000 population,Aktobe,urban,Male,3.09,KAZ
2011,per 100000 population,Almaty,urban,Male,15.26,KAZ
2011,per 100000 population,Atyrau,urban,Male,8.14,KAZ
2011,per 100000 population,Batys Kazakhstan,urban,Male,11.04,KAZ
2011,per 100000 population,Zhambyl,urban,Male,9.04,KAZ
2011,per 100000 population,Karagandy,urban,Male,15.86,KAZ
2011,per 100000 population,Kostanay,urban,Male,15.26,KAZ
2011,per 100000 population,Kyzylorda,urban,Male,0.0,KAZ
2011,per 100000 population,Mangistau,urban,Male,0.74,KAZ
2011,per 100000 population,Ontustik Kazakhstan,urban,Male,3.88,KAZ
2011,per 100000 population,Pavlodar,urban,Male,13.98,KAZ
2011,per 100000 population,Soltustik Kazakhstan,urban,Male,0.0,KAZ
2011,per 100000 population,Shygys Kazakhstan,urban,Male,12.36,KAZ
2011,per 100000 population,Nur-Sultan city,urban,Male,13.18,KAZ
2011,per 100000 population,Almaty city,urban,Male,18.05,KAZ
2011,per 100000 population,,rural,Male,5.82,KAZ
2011,per 100000 population,Akmola,rural,Male,13.96,KAZ
2011,per 100000 population,Aktobe,rural,Male,3.34,KAZ
2011,per 100000 population,Almaty,rural,Male,7.1,KAZ
2011,per 100000 population,Atyrau,rural,Male,3.56,KAZ
2011,per 100000 population,Batys Kazakhstan,rural,Male,6.3,KAZ
2011,per 100000 population,Zhambyl,rural,Male,5.73,KAZ
2011,per 100000 population,Karagandy,rural,Male,4.72,KAZ
2011,per 100000 population,Kostanay,rural,Male,14.13,KAZ
2011,per 100000 population,Kyzylorda,rural,Male,0.97,KAZ
2011,per 100000 population,Mangistau,rural,Male,3.85,KAZ
2011,per 100000 population,Ontustik Kazakhstan,rural,Male,1.13,KAZ
2011,per 100000 population,Pavlodar,rural,Male,17.34,KAZ
2011,per 100000 population,Soltustik Kazakhstan,rural,Male,1.75,KAZ
2011,per 100000 population,Shygys Kazakhstan,rural,Male,8.92,KAZ
2011,per 100000 population,,,Female,3.43,KAZ
2011,per 100000 population,Akmola,,Female,6.07,KAZ
2011,per 100000 population,Aktobe,,Female,2.22,KAZ
2011,per 100000 population,Almaty,,Female,2.49,KAZ
2011,per 100000 population,Atyrau,,Female,4.01,KAZ
2011,per 100000 population,Batys Kazakhstan,,Female,3.8,KAZ
2011,per 100000 population,Zhambyl,,Female,3.9,KAZ
2011,per 100000 population,Karagandy,,Female,6.57,KAZ
2011,per 100000 population,Kostanay,,Female,5.38,KAZ
2011,per 100000 population,Kyzylorda,,Female,0.28,KAZ
2011,per 100000 population,Mangistau,,Female,1.48,KAZ
2011,per 100000 population,Ontustik Kazakhstan,,Female,1.37,KAZ
2011,per 100000 population,Pavlodar,,Female,3.54,KAZ
2011,per 100000 population,Soltustik Kazakhstan,,Female,2.28,KAZ
2011,per 100000 population,Shygys Kazakhstan,,Female,4.37,KAZ
2011,per 100000 population,Nur-Sultan city,,Female,3.23,KAZ
2011,per 100000 population,Almaty city,,Female,4.37,KAZ
2011,per 100000 population,,urban,Female,3.8,KAZ
2011,per 100000 population,Akmola,urban,Female,7.14,KAZ
2011,per 100000 population,Aktobe,urban,Female,1.96,KAZ
2011,per 100000 population,Almaty,urban,Female,2.59,KAZ
2011,per 100000 population,Atyrau,urban,Female,4.46,KAZ
2011,per 100000 population,Batys Kazakhstan,urban,Female,4.44,KAZ
2011,per 100000 population,Zhambyl,urban,Female,3.58,KAZ
2011,per 100000 population,Karagandy,urban,Female,7.4,KAZ
2011,per 100000 population,Kostanay,urban,Female,4.55,KAZ
2011,per 100000 population,Kyzylorda,urban,Female,0.0,KAZ
2011,per 100000 population,Mangistau,urban,Female,2.09,KAZ
2011,per 100000 population,Ontustik Kazakhstan,urban,Female,2.09,KAZ
2011,per 100000 population,Pavlodar,urban,Female,2.53,KAZ
2011,per 100000 population,Soltustik Kazakhstan,urban,Female,0.76,KAZ
2011,per 100000 population,Shygys Kazakhstan,urban,Female,3.88,KAZ
2011,per 100000 population,Nur-Sultan city,urban,Female,3.23,KAZ
2011,per 100000 population,Almaty city,urban,Female,4.37,KAZ
2011,per 100000 population,,rural,Female,2.95,KAZ
2011,per 100000 population,Akmola,rural,Female,5.08,KAZ
2011,per 100000 population,Aktobe,rural,Female,2.66,KAZ
2011,per 100000 population,Almaty,rural,Female,2.46,KAZ
2011,per 100000 population,Atyrau,rural,Female,3.58,KAZ
2011,per 100000 population,Batys Kazakhstan,rural,Female,3.16,KAZ
2011,per 100000 population,Zhambyl,rural,Female,4.13,KAZ
2011,per 100000 population,Karagandy,rural,Female,3.39,KAZ
2011,per 100000 population,Kostanay,rural,Female,6.27,KAZ
2011,per 100000 population,Kyzylorda,rural,Female,0.5,KAZ
2011,per 100000 population,Mangistau,rural,Female,0.79,KAZ
2011,per 100000 population,Ontustik Kazakhstan,rural,Female,0.89,KAZ
2011,per 100000 population,Pavlodar,rural,Female,5.92,KAZ
2011,per 100000 population,Soltustik Kazakhstan,rural,Female,3.4,KAZ
2011,per 100000 population,Shygys Kazakhstan,rural,Female,5.08,KAZ
2012,per 100000 population,,,,5.84,KAZ
2012,per 100000 population,Akmola,,,8.61,KAZ
2012,per 100000 population,Aktobe,,,4.04,KAZ
2012,per 100000 population,Almaty,,,5.91,KAZ
2012,per 100000 population,Atyrau,,,3.1,KAZ
2012,per 100000 population,Batys Kazakhstan,,,4.39,KAZ
2012,per 100000 population,Zhambyl,,,5.93,KAZ
2012,per 100000 population,Karagandy,,,11.03,KAZ
2012,per 100000 population,Kostanay,,,9.66,KAZ
2012,per 100000 population,Kyzylorda,,,0.56,KAZ
2012,per 100000 population,Mangistau,,,1.08,KAZ
2012,per 100000 population,Ontustik Kazakhstan,,,1.89,KAZ
2012,per 100000 population,Pavlodar,,,7.48,KAZ
2012,per 100000 population,Soltustik Kazakhstan,,,3.61,KAZ
2012,per 100000 population,Shygys Kazakhstan,,,7.31,KAZ
2012,per 100000 population,Nur-Sultan city,,,7.63,KAZ
2012,per 100000 population,Almaty city,,,9.1,KAZ
2012,per 100000 population,,urban,,7.15,KAZ
2012,per 100000 population,Akmola,urban,,7.58,KAZ
2012,per 100000 population,Aktobe,urban,,5.12,KAZ
2012,per 100000 population,Almaty,urban,,8.25,KAZ
2012,per 100000 population,Atyrau,urban,,2.65,KAZ
2012,per 100000 population,Batys Kazakhstan,urban,,4.66,KAZ
2012,per 100000 population,Zhambyl,urban,,7.29,KAZ
2012,per 100000 population,Karagandy,urban,,11.73,KAZ
2012,per 100000 population,Kostanay,urban,,11.59,KAZ
2012,per 100000 population,Kyzylorda,urban,,0.33,KAZ
2012,per 100000 population,Mangistau,urban,,1.05,KAZ
2012,per 100000 population,Ontustik Kazakhstan,urban,,3.09,KAZ
2012,per 100000 population,Pavlodar,urban,,7.94,KAZ
2012,per 100000 population,Soltustik Kazakhstan,urban,,5.44,KAZ
2012,per 100000 population,Shygys Kazakhstan,urban,,7.37,KAZ
2012,per 100000 population,Nur-Sultan city,urban,,7.63,KAZ
2012,per 100000 population,Almaty city,urban,,9.1,KAZ
2012,per 100000 population,,rural,,4.26,KAZ
2012,per 100000 population,Akmola,rural,,9.51,KAZ
2012,per 100000 population,Aktobe,rural,,2.31,KAZ
2012,per 100000 population,Almaty,rural,,5.2,KAZ
2012,per 100000 population,Atyrau,rural,,3.51,KAZ
2012,per 100000 population,Batys Kazakhstan,rural,,4.13,KAZ
2012,per 100000 population,Zhambyl,rural,,5.02,KAZ
2012,per 100000 population,Karagandy,rural,,8.49,KAZ
2012,per 100000 population,Kostanay,rural,,7.65,KAZ
2012,per 100000 population,Kyzylorda,rural,,0.73,KAZ
2012,per 100000 population,Mangistau,rural,,1.1,KAZ
2012,per 100000 population,Ontustik Kazakhstan,rural,,1.12,KAZ
2012,per 100000 population,Pavlodar,rural,,6.47,KAZ
2012,per 100000 population,Soltustik Kazakhstan,rural,,2.33,KAZ
2012,per 100000 population,Shygys Kazakhstan,rural,,7.23,KAZ
2012,per 100000 population,,,Male,8.86,KAZ
2012,per 100000 population,Akmola,,Male,13.01,KAZ
2012,per 100000 population,Aktobe,,Male,5.51,KAZ
2012,per 100000 population,Almaty,,Male,8.34,KAZ
2012,per 100000 population,Atyrau,,Male,4.46,KAZ
2012,per 100000 population,Batys Kazakhstan,,Male,7.07,KAZ
2012,per 100000 population,Zhambyl,,Male,8.27,KAZ
2012,per 100000 population,Karagandy,,Male,17.43,KAZ
2012,per 100000 population,Kostanay,,Male,14.69,KAZ
2012,per 100000 population,Kyzylorda,,Male,0.83,KAZ
2012,per 100000 population,Mangistau,,Male,1.81,KAZ
2012,per 100000 population,Ontustik Kazakhstan,,Male,2.74,KAZ
2012,per 100000 population,Pavlodar,,Male,11.93,KAZ
2012,per 100000 population,Soltustik Kazakhstan,,Male,5.41,KAZ
2012,per 100000 population,Shygys Kazakhstan,,Male,10.71,KAZ
2012,per 100000 population,Nur-Sultan city,,Male,11.43,KAZ
2012,per 100000 population,Almaty city,,Male,16.36,KAZ
2012,per 100000 population,,urban,Male,11.07,KAZ
2012,per 100000 population,Akmola,urban,Male,11.83,KAZ
2012,per 100000 population,Aktobe,urban,Male,6.53,KAZ
2012,per 100000 population,Almaty,urban,Male,9.38,KAZ
2012,per 100000 population,Atyrau,urban,Male,3.17,KAZ
2012,per 100000 population,Batys Kazakhstan,urban,Male,7.93,KAZ
2012,per 100000 population,Zhambyl,urban,Male,9.97,KAZ
2012,per 100000 population,Karagandy,urban,Male,18.8,KAZ
2012,per 100000 population,Kostanay,urban,Male,17.07,KAZ
2012,per 100000 population,Kyzylorda,urban,Male,0.67,KAZ
2012,per 100000 population,Mangistau,urban,Male,1.44,KAZ
2012,per 100000 population,Ontustik Kazakhstan,urban,Male,4.6,KAZ
2012,per 100000 population,Pavlodar,urban,Male,13.47,KAZ
2012,per 100000 population,Soltustik Kazakhstan,urban,Male,9.25,KAZ
2012,per 100000 population,Shygys Kazakhstan,urban,Male,10.96,KAZ
2012,per 100000 population,Nur-Sultan city,urban,Male,11.43,KAZ
2012,per 100000 population,Almaty city,urban,Male,16.36,KAZ
2012,per 100000 population,,rural,Male,6.36,KAZ
2012,per 100000 population,Akmola,rural,Male,13.99,KAZ
2012,per 100000 population,Aktobe,rural,Male,3.96,KAZ
2012,per 100000 population,Almaty,rural,Male,8.04,KAZ
2012,per 100000 population,Atyrau,rural,Male,5.59,KAZ
2012,per 100000 population,Batys Kazakhstan,rural,Male,6.32,KAZ
2012,per 100000 population,Zhambyl,rural,Male,7.21,KAZ
2012,per 100000 population,Karagandy,rural,Male,12.84,KAZ
2012,per 100000 population,Kostanay,rural,Male,12.37,KAZ
2012,per 100000 population,Kyzylorda,rural,Male,0.95,KAZ
2012,per 100000 population,Mangistau,rural,Male,2.18,KAZ
2012,per 100000 population,Ontustik Kazakhstan,rural,Male,1.6,KAZ
2012,per 100000 population,Pavlodar,rural,Male,8.72,KAZ
2012,per 100000 population,Soltustik Kazakhstan,rural,Male,2.96,KAZ
2012,per 100000 population,Shygys Kazakhstan,rural,Male,10.38,KAZ
2012,per 100000 population,,,Female,3.03,KAZ
2012,per 100000 population,Akmola,,Female,4.49,KAZ
2012,per 100000 population,Aktobe,,Female,2.68,KAZ
2012,per 100000 population,Almaty,,Female,3.57,KAZ
2012,per 100000 population,Atyrau,,Female,1.79,KAZ
2012,per 100000 population,Batys Kazakhstan,,Female,1.89,KAZ
2012,per 100000 population,Zhambyl,,Female,3.68,KAZ
2012,per 100000 population,Karagandy,,Female,5.29,KAZ
2012,per 100000 population,Kostanay,,Female,5.17,KAZ
2012,per 100000 population,Kyzylorda,,Female,0.28,KAZ
2012,per 100000 population,Mangistau,,Female,0.36,KAZ
2012,per 100000 population,Ontustik Kazakhstan,,Female,1.05,KAZ
2012,per 100000 population,Pavlodar,,Female,3.53,KAZ
2012,per 100000 population,Soltustik Kazakhstan,,Female,1.97,KAZ
2012,per 100000 population,Shygys Kazakhstan,,Female,4.24,KAZ
2012,per 100000 population,Nur-Sultan city,,Female,4.07,KAZ
2012,per 100000 population,Almaty city,,Female,3.02,KAZ
2012,per 100000 population,,urban,Female,3.7,KAZ
2012,per 100000 population,Akmola,urban,Female,3.84,KAZ
2012,per 100000 population,Aktobe,urban,Female,3.87,KAZ
2012,per 100000 population,Almaty,urban,Female,7.23,KAZ
2012,per 100000 population,Atyrau,urban,Female,2.17,KAZ
2012,per 100000 population,Batys Kazakhstan,urban,Female,1.86,KAZ
2012,per 100000 population,Zhambyl,urban,Female,4.9,KAZ
2012,per 100000 population,Karagandy,urban,Female,5.6,KAZ
2012,per 100000 population,Kostanay,urban,Female,6.98,KAZ
2012,per 100000 population,Kyzylorda,urban,Female,0.0,KAZ
2012,per 100000 population,Mangistau,urban,Female,0.68,KAZ
2012,per 100000 population,Ontustik Kazakhstan,urban,Female,1.68,KAZ
2012,per 100000 population,Pavlodar,urban,Female,3.23,KAZ
2012,per 100000 population,Soltustik Kazakhstan,urban,Female,2.29,KAZ
2012,per 100000 population,Shygys Kazakhstan,urban,Female,4.32,KAZ
2012,per 100000 population,Nur-Sultan city,urban,Female,4.07,KAZ
2012,per 100000 population,Almaty city,urban,Female,3.02,KAZ
2012,per 100000 population,,rural,Female,2.16,KAZ
2012,per 100000 population,Akmola,rural,Female,5.1,KAZ
2012,per 100000 population,Aktobe,rural,Female,0.66,KAZ
2012,per 100000 population,Almaty,rural,Female,2.41,KAZ
2012,per 100000 population,Atyrau,rural,Female,1.41,KAZ
2012,per 100000 population,Batys Kazakhstan,rural,Female,1.91,KAZ
2012,per 100000 population,Zhambyl,rural,Female,2.82,KAZ
2012,per 100000 population,Karagandy,rural,Female,4.09,KAZ
2012,per 100000 population,Kostanay,rural,Female,3.17,KAZ
2012,per 100000 population,Kyzylorda,rural,Female,0.49,KAZ
2012,per 100000 population,Mangistau,rural,Female,0.0,KAZ
2012,per 100000 population,Ontustik Kazakhstan,rural,Female,0.63,KAZ
2012,per 100000 population,Pavlodar,rural,Female,4.27,KAZ
2012,per 100000 population,Soltustik Kazakhstan,rural,Female,1.73,KAZ
2012,per 100000 population,Shygys Kazakhstan,rural,Female,4.11,KAZ
2013,per 100000 population,,,,4.63,KAZ
2013,per 100000 population,Akmola,,,6.4,KAZ
2013,per 100000 population,Aktobe,,,3.24,KAZ
2013,per 100000 population,Almaty,,,4.17,KAZ
2013,per 100000 population,Atyrau,,,2.32,KAZ
2013,per 100000 population,Batys Kazakhstan,,,3.7,KAZ
2013,per 100000 population,Zhambyl,,,7.33,KAZ
