Year,UNIT_MEASURE,Regions,Value,M49_country_code
2014,as a percentage to 2005,Soltustik Kazakhstan,169.9,KAZ
2014,as a percentage to 2005,Shygys Kazakhstan,170.6,KAZ
2014,as a percentage to 2005,Nur-Sultan city,132.4,KAZ
2014,as a percentage to 2005,Almaty city,153.2,KAZ
2015,as a percentage to 2005,,148.9,KAZ
2015,as a percentage to 2005,Akmola,174.5,KAZ
2015,as a percentage to 2005,Aktobe,132.5,KAZ
2015,as a percentage to 2005,Almaty,150.5,KAZ
2015,as a percentage to 2005,Atyrau,152.9,KAZ
2015,as a percentage to 2005,Batys Kazakhstan,133.9,KAZ
2015,as a percentage to 2005,Zhambyl,154.1,KAZ
2015,as a percentage to 2005,Karagandy,140.2,KAZ
2015,as a percentage to 2005,Kostanay,148.4,KAZ
2015,as a percentage to 2005,Kyzylorda,118.6,KAZ
2015,as a percentage to 2005,Mangistau,89.2,KAZ
2015,as a percentage to 2005,Ontustik Kazakhstan,121.4,KAZ
2015,as a percentage to 2005,Pavlodar,166.3,KAZ
2015,as a percentage to 2005,Soltustik Kazakhstan,172.6,KAZ
2015,as a percentage to 2005,Shygys Kazakhstan,170.4,KAZ
2015,as a percentage to 2005,Nur-Sultan city,136.1,KAZ
2015,as a percentage to 2005,Almaty city,154.7,KAZ
2016,as a percentage to 2005,,148.5,KAZ
2016,as a percentage to 2005,Akmola,179.9,KAZ
2016,as a percentage to 2005,Aktobe,132.0,KAZ
2016,as a percentage to 2005,Almaty,150.8,KAZ
2016,as a percentage to 2005,Atyrau,155.2,KAZ
2016,as a percentage to 2005,Batys Kazakhstan,136.2,KAZ
2016,as a percentage to 2005,Zhambyl,156.9,KAZ
2016,as a percentage to 2005,Karagandy,143.3,KAZ
2016,as a percentage to 2005,Kostanay,145.6,KAZ
2016,as a percentage to 2005,Kyzylorda,111.5,KAZ
2016,as a percentage to 2005,Mangistau,86.6,KAZ
2016,as a percentage to 2005,Ontustik Kazakhstan,121.8,KAZ
2016,as a percentage to 2005,Pavlodar,165.1,KAZ
2016,as a percentage to 2005,Soltustik Kazakhstan,175.2,KAZ
2016,as a percentage to 2005,Shygys Kazakhstan,174.5,KAZ
2016,as a percentage to 2005,Nur-Sultan city,130.4,KAZ
2016,as a percentage to 2005,Almaty city,153.8,KAZ
2017,as a percentage to 2005,,152.5,KAZ
2017,as a percentage to 2005,Akmola,184.9,KAZ
2017,as a percentage to 2005,Aktobe,136.8,KAZ
2017,as a percentage to 2005,Almaty,154.1,KAZ
2017,as a percentage to 2005,Atyrau,176.2,KAZ
2017,as a percentage to 2005,Batys Kazakhstan,139.3,KAZ
2017,as a percentage to 2005,Zhambyl,162.2,KAZ
2017,as a percentage to 2005,Karagandy,148.9,KAZ
2017,as a percentage to 2005,Kostanay,153.0,KAZ
2017,as a percentage to 2005,Kyzylorda,110.6,KAZ
2017,as a percentage to 2005,Mangistau,84.0,KAZ
2017,as a percentage to 2005,Ontustik Kazakhstan,124.0,KAZ
2017,as a percentage to 2005,Pavlodar,172.2,KAZ
2017,as a percentage to 2005,Soltustik Kazakhstan,182.4,KAZ
2017,as a percentage to 2005,Shygys Kazakhstan,178.9,KAZ
2017,as a percentage to 2005,Nur-Sultan city,124.9,KAZ
2017,as a percentage to 2005,Almaty city,153.6,KAZ
2018,as a percentage to 2005,,156.6,KAZ
2018,as a percentage to 2005,Akmola,191.4,KAZ
2018,as a percentage to 2005,Aktobe,142.0,KAZ
2018,as a percentage to 2005,Almaty,156.7,KAZ
2018,as a percentage to 2005,Atyrau,195.4,KAZ
2018,as a percentage to 2005,Batys Kazakhstan,137.2,KAZ
2018,as a percentage to 2005,Zhambyl,167.4,KAZ
2018,as a percentage to 2005,Karagandy,153.7,KAZ
2018,as a percentage to 2005,Kostanay,162.6,KAZ
2018,as a percentage to 2005,Kyzylorda,109.1,KAZ
2018,as a percentage to 2005,Mangistau,82.7,KAZ
2018,as a percentage to 2005,Pavlodar,183.2,KAZ
2018,as a percentage to 2005,Soltustik Kazakhstan,189.7,KAZ
2018,as a percentage to 2005,Shygys Kazakhstan,188.4,KAZ
2018,as a percentage to 2005,Nur-Sultan city,118.9,KAZ
2018,as a percentage to 2005,Almaty city,153.8,KAZ
2019,as a percentage to 2005,,161.6,KAZ
2019,as a percentage to 2005,Akmola,199.4,KAZ
2019,as a percentage to 2005,Aktobe,147.5,KAZ
2019,as a percentage to 2005,Almaty,162.5,KAZ
2019,as a percentage to 2005,Atyrau,212.6,KAZ
2019,as a percentage to 2005,Batys Kazakhstan,134.9,KAZ
2019,as a percentage to 2005,Zhambyl,174.3,KAZ
2019,as a percentage to 2005,Karagandy,165.5,KAZ
2019,as a percentage to 2005,Kostanay,169.3,KAZ
2019,as a percentage to 2005,Kyzylorda,108.8,KAZ
2019,as a percentage to 2005,Mangistau,80.3,KAZ
2019,as a percentage to 2005,Pavlodar,188.5,KAZ
2019,as a percentage to 2005,Soltustik Kazakhstan,200.9,KAZ
2019,as a percentage to 2005,Shygys Kazakhstan,199.3,KAZ
2019,as a percentage to 2005,Nur-Sultan city,114.7,KAZ
2019,as a percentage to 2005,Almaty city,157.8,KAZ
2020,as a percentage to 2005,,155.5,KAZ
2020,as a percentage to 2005,Akmola,203.6,KAZ
2020,as a percentage to 2005,Aktobe,144.0,KAZ
2020,as a percentage to 2005,Almaty,157.1,KAZ
2020,as a percentage to 2005,Atyrau,195.6,KAZ
2020,as a percentage to 2005,Batys Kazakhstan,132.7,KAZ
2020,as a percentage to 2005,Zhambyl,176.4,KAZ
2020,as a percentage to 2005,Karagandy,165.8,KAZ
2020,as a percentage to 2005,Kostanay,173.7,KAZ
2020,as a percentage to 2005,Kyzylorda,95.6,KAZ
2020,as a percentage to 2005,Mangistau,73.6,KAZ
2020,as a percentage to 2005,Pavlodar,182.5,KAZ
2020,as a percentage to 2005,Soltustik Kazakhstan,202.5,KAZ
2020,as a percentage to 2005,Shygys Kazakhstan,201.5,KAZ
2020,as a percentage to 2005,Nur-Sultan city,109.5,KAZ
2020,as a percentage to 2005,Almaty city,145.3,KAZ
