Year,UNIT_MEASURE,Regions,Value,M49_country_code
2013,Percent,Kyzylorda,0.01,KAZ
2013,Percent,Mangistau,0.25,KAZ
2013,Percent,Ontustik Kazakhstan,0.05,KAZ
2013,Percent,Pavlodar,0.02,KAZ
2013,Percent,Soltustik Kazakhstan,0.03,KAZ
2013,Percent,Shygys Kazakhstan,0.18,KAZ
2013,Percent,Nur-Sultan city,0.28,KAZ
2013,Percent,Almaty city,0.43,KAZ
2014,Percent,,0.17,KAZ
2014,Percent,Akmola,0.08,KAZ
2014,Percent,Aktobe,0.04,KAZ
2014,Percent,Almaty,0.04,KAZ
2014,Percent,Atyrau,0.04,KAZ
2014,Percent,Batys Kazakhstan,0.03,KAZ
2014,Percent,Zhambyl,0.13,KAZ
2014,Percent,Karagandy,0.14,KAZ
2014,Percent,Kostanay,0.04,KAZ
2014,Percent,Kyzylorda,0.02,KAZ
2014,Percent,Mangistau,0.25,KAZ
2014,Percent,Ontustik Kazakhstan,0.05,KAZ
2014,Percent,Pavlodar,0.02,KAZ
2014,Percent,Soltustik Kazakhstan,0.03,KAZ
2014,Percent,Shygys Kazakhstan,0.13,KAZ
2014,Percent,Nur-Sultan city,0.25,KAZ
2014,Percent,Almaty city,0.42,KAZ
2015,Percent,,0.17,KAZ
2015,Percent,Akmola,0.1,KAZ
2015,Percent,Aktobe,0.04,KAZ
2015,Percent,Almaty,0.05,KAZ
2015,Percent,Atyrau,0.06,KAZ
2015,Percent,Batys Kazakhstan,0.04,KAZ
2015,Percent,Zhambyl,0.07,KAZ
2015,Percent,Karagandy,0.12,KAZ
2015,Percent,Kostanay,0.04,KAZ
2015,Percent,Kyzylorda,0.02,KAZ
2015,Percent,Mangistau,0.36,KAZ
2015,Percent,Ontustik Kazakhstan,0.05,KAZ
2015,Percent,Pavlodar,0.02,KAZ
2015,Percent,Soltustik Kazakhstan,0.03,KAZ
2015,Percent,Shygys Kazakhstan,0.14,KAZ
2015,Percent,Nur-Sultan city,0.28,KAZ
2015,Percent,Almaty city,0.35,KAZ
2016,Percent,,0.14,KAZ
2016,Percent,Akmola,0.06,KAZ
2016,Percent,Aktobe,0.04,KAZ
2016,Percent,Almaty,0.04,KAZ
2016,Percent,Atyrau,0.05,KAZ
2016,Percent,Batys Kazakhstan,0.09,KAZ
2016,Percent,Zhambyl,0.04,KAZ
2016,Percent,Karagandy,0.12,KAZ
2016,Percent,Kostanay,0.04,KAZ
2016,Percent,Kyzylorda,0.05,KAZ
2016,Percent,Mangistau,0.32,KAZ
2016,Percent,Ontustik Kazakhstan,0.04,KAZ
2016,Percent,Pavlodar,0.02,KAZ
2016,Percent,Soltustik Kazakhstan,0.02,KAZ
2016,Percent,Shygys Kazakhstan,0.12,KAZ
2016,Percent,Nur-Sultan city,0.29,KAZ
2016,Percent,Almaty city,0.25,KAZ
2017,Percent,,0.13,KAZ
2017,Percent,Akmola,0.06,KAZ
2017,Percent,Aktobe,0.04,KAZ
2017,Percent,Almaty,0.04,KAZ
2017,Percent,Atyrau,0.06,KAZ
2017,Percent,Batys Kazakhstan,0.01,KAZ
2017,Percent,Zhambyl,0.08,KAZ
2017,Percent,Karagandy,0.08,KAZ
2017,Percent,Kostanay,0.06,KAZ
2017,Percent,Kyzylorda,0.04,KAZ
2017,Percent,Mangistau,0.24,KAZ
2017,Percent,Ontustik Kazakhstan,0.03,KAZ
2017,Percent,Pavlodar,0.01,KAZ
2017,Percent,Soltustik Kazakhstan,0.02,KAZ
2017,Percent,Shygys Kazakhstan,0.16,KAZ
2017,Percent,Nur-Sultan city,0.28,KAZ
2017,Percent,Almaty city,0.21,KAZ
2018,Percent,,0.12,KAZ
2018,Percent,Akmola,0.1,KAZ
2018,Percent,Aktobe,0.04,KAZ
2018,Percent,Almaty,0.04,KAZ
2018,Percent,Atyrau,0.06,KAZ
2018,Percent,Batys Kazakhstan,0.03,KAZ
2018,Percent,Zhambyl,0.05,KAZ
2018,Percent,Karagandy,0.07,KAZ
2018,Percent,Kostanay,0.04,KAZ
2018,Percent,Kyzylorda,0.02,KAZ
2018,Percent,Mangistau,0.26,KAZ
2018,Percent,Pavlodar,0.01,KAZ
2018,Percent,Soltustik Kazakhstan,0.02,KAZ
2018,Percent,Turkistan,0.02,KAZ
2018,Percent,Shygys Kazakhstan,0.15,KAZ
2018,Percent,Nur-Sultan city,0.21,KAZ
2018,Percent,Almaty city,0.22,KAZ
2018,Percent,Shymkent city,0.05,KAZ
2019,Percent,,0.12,KAZ
2019,Percent,Akmola,0.08,KAZ
2019,Percent,Aktobe,0.03,KAZ
2019,Percent,Almaty,0.05,KAZ
2019,Percent,Atyrau,0.06,KAZ
2019,Percent,Batys Kazakhstan,0.04,KAZ
2019,Percent,Zhambyl,0.04,KAZ
2019,Percent,Karagandy,0.08,KAZ
2019,Percent,Kostanay,0.03,KAZ
2019,Percent,Kyzylorda,0.01,KAZ
2019,Percent,Mangistau,0.27,KAZ
2019,Percent,Pavlodar,0.04,KAZ
2019,Percent,Soltustik Kazakhstan,0.02,KAZ
2019,Percent,Turkistan,0.01,KAZ
2019,Percent,Shygys Kazakhstan,0.17,KAZ
2019,Percent,Nur-Sultan city,0.26,KAZ
2019,Percent,Almaty city,0.19,KAZ
2019,Percent,Shymkent city,0.05,KAZ
2020,Percent,,0.13,KAZ
2020,Percent,Akmola,0.07,KAZ
2020,Percent,Aktobe,0.04,KAZ
2020,Percent,Almaty,0.05,KAZ
2020,Percent,Atyrau,0.07,KAZ
2020,Percent,Batys Kazakhstan,0.04,KAZ
2020,Percent,Zhambyl,0.11,KAZ
2020,Percent,Karagandy,0.06,KAZ
2020,Percent,Kostanay,0.03,KAZ
2020,Percent,Kyzylorda,0.02,KAZ
2020,Percent,Mangistau,0.34,KAZ
2020,Percent,Pavlodar,0.02,KAZ
2020,Percent,Soltustik Kazakhstan,0.02,KAZ
2020,Percent,Turkistan,0.02,KAZ
2020,Percent,Shygys Kazakhstan,0.11,KAZ
2020,Percent,Nur-Sultan city,0.24,KAZ
2020,Percent,Almaty city,0.24,KAZ
2020,Percent,Shymkent city,0.07,KAZ
